,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
1026,-,-,49 %,23531.47 Km,17 %,6.5 Km/h,1.49 Km/L,15837.5 L,62 %,28.2 VDC,006,64.4 %,93 °C,1784.33 H,3.76 BAR,97.2 °C,995 Rpm,Off,Not,Not,Not,5247E,2023-12-01 23:41:35
1027,-,-,49 %,23531.51 Km,19 %,5.5 Km/h,1.49 Km/L,15837.5 L,61.6 %,28.1 VDC,008,64 %,93 °C,1784.33 H,2.84 BAR,97.2 °C,575 Rpm,Off,Not,Not,Not,5E607,2023-12-01 23:41:55
1028,-,-,49 %,23531.54 Km,17 %,4.1 Km/h,1.49 Km/L,15838 L,61.6 %,28.2 VDC,004,64.4 %,93 °C,1784.34 H,3.68 BAR,97.1 °C,919 Rpm,Off,Not,Not,Not,5E607,2023-12-01 23:42:16
1029,-,-,49 %,23531.54 Km,11 %,0 Km/h,1.49 Km/L,15838 L,60.8 %,0 VDC,004,0 %,0 °C,1784.34 H,2.2 BAR,0 °C,551 Rpm,On,Not,Not,Not,,2023-12-01 23:42:36
1030,-,-,49 %,23531.54 Km,0 %,18.2 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,010,0 %,0 °C,1784.34 H,4.68 BAR,0 °C,1363 Rpm,Off,Not,Not,Not,,2023-12-01 23:42:56
1031,-,-,49 %,23531.71 Km,0 %,13.9 Km/h,1.49 Km/L,15838 L,61.2 %,28.3 VDC,012,63.2 %,92 °C,1784.34 H,2.4 BAR,96.4 °C,700 Rpm,Off,Not,Not,Not,9FFF9,2023-12-01 23:43:16
1032,-,-,49 %,23531.74 Km,29 %,5.6 Km/h,1.49 Km/L,15838 L,63.6 %,28.3 VDC,004,63.6 %,92 °C,1784.35 H,2.88 BAR,95.5 °C,1295 Rpm,Off,Not,Not,Not,9FFF9,2023-12-01 23:43:36
1033,-,-,49 %,23531.81 Km,0 %,15.8 Km/h,1.49 Km/L,15838 L,61.6 %,28.2 VDC,010,63.6 %,91 °C,1784.35 H,5 BAR,95.7 °C,1138 Rpm,Off,Not,Not,Not,FFFFF,2023-12-01 23:43:56
1034,-,-,49 %,23531.88 Km,53 %,9.3 Km/h,1.49 Km/L,15838 L,61.6 %,28.4 VDC,008,63.2 %,91 °C,1784.36 H,3.64 BAR,95.4 °C,972 Rpm,Off,Not,Not,Not,80000,2023-12-01 23:44:16
1035,-,-,49 %,23531.91 Km,11 %,0.5 Km/h,1.49 Km/L,15838 L,61.2 %,28.3 VDC,004,63.6 %,91 °C,1784.37 H,2.24 BAR,94.8 °C,550 Rpm,On,Not,Not,Not,84E72,2023-12-01 23:44:36
1036,-,-,49 %,-,21 %,-,-,-,62 %,-,---,-,0 °C,489.81 H,-,-,764 Rpm,Off,,,,,2023-12-01 23:44:56
1037,-,-,49 %,23531.92 Km,24 %,1.8 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,0-2,0 %,0 °C,1784.37 H,2.2 BAR,0 °C,536 Rpm,Off,Not,Not,Not,,2023-12-01 23:45:15
1038,-,-,49 %,23531.92 Km,18 %,0 Km/h,1.49 Km/L,15838 L,64.8 %,28.3 VDC,000,0 %,0 °C,1784.37 H,2.24 BAR,0 °C,558 Rpm,On,Not,Not,Not,,2023-12-01 23:45:36
1039,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:45:42
1040,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:45:44
1041,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:52:19
1042,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:52:21
1043,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:52:41
1044,-,-,49 %,23531.94 Km,73 %,16.7 Km/h,1.49 Km/L,15838 L,66.4 %,28.2 VDC,009,63.6 %,89 °C,1784.38 H,0 BAR,91.4 °C,1561 Rpm,Off,Not,Not,Not,,2023-12-01 23:53:01
1045,-,-,49 %,23531.98 Km,38 %,23 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,011,0 %,0 °C,1784.38 H,0 BAR,0 °C,1406 Rpm,Off,Not,Not,Not,,2023-12-01 23:53:21
1046,-,-,49 %,23532.06 Km,40 %,21.9 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,011,0 %,0 °C,1784.38 H,0 BAR,0 °C,1357 Rpm,Off,Not,Not,Not,,2023-12-01 23:53:41
1047,-,-,49 %,23532.06 Km,42 %,10.9 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,009,0 %,0 °C,1784.38 H,0 BAR,0 °C,984 Rpm,Off,Not,Not,Not,,2023-12-01 23:54:01
1048,-,-,49 %,23532.28 Km,0 %,8 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,007,0 %,0 °C,1784.38 H,0 BAR,0 °C,1012 Rpm,Off,Not,Not,Not,,2023-12-01 23:54:21
1049,-,-,49 %,23532.28 Km,0 %,4.4 Km/h,1.49 Km/L,15838 L,0 %,0 VDC,0-2,0 %,0 °C,1784.38 H,0 BAR,0 °C,1394 Rpm,Off,Not,Not,Not,,2023-12-01 23:54:41
1050,-,-,49 %,23532.32 Km,17 %,0.4 Km/h,1.49 Km/L,15838 L,64.8 %,28.3 VDC,000,64.4 %,92 °C,1784.39 H,2.24 BAR,94.9 °C,547 Rpm,Off,Not,Not,Not,BFFF9,2023-12-01 23:54:49
1051,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:54:51
