,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
894,-,-,49 %,23524.53 Km,10 %,5.4 Km/h,1.49 Km/L,15833 L,64.4 %,28.3 VDC,0-2,64.8 %,95 °C,1783.98 H,5.28 BAR,98 °C,1717 Rpm,Off,Not,Not,Not,50946,2023-12-01 22:27:22
895,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:27:22
896,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:27:42
897,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:28:02
898,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:28:22
899,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:28:42
900,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:29:02
901,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:29:22
902,-,-,49 %,23524.55 Km,13 %,0 Km/h,1.49 Km/L,15833 L,67.6 %,0 VDC,004,0 %,0 °C,1783.99 H,2.24 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 22:29:41
903,-,-,49 %,23524.55 Km,14 %,0 Km/h,1.49 Km/L,15833 L,64.8 %,0 VDC,004,0 %,0 °C,1784 H,2.24 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-12-01 22:30:01
904,-,-,49 %,23524.55 Km,17 %,0.4 Km/h,1.49 Km/L,15833 L,0 %,0 VDC,004,0 %,0 °C,1784 H,2.28 BAR,0 °C,594 Rpm,Off,Not,Not,Not,,2023-12-01 22:30:22
905,-,-,49 %,23524.57 Km,10 %,8.1 Km/h,1.49 Km/L,15833 L,0 %,0 VDC,006,0 %,0 °C,1784 H,5.2 BAR,0 °C,1254 Rpm,Off,Not,Not,Not,,2023-12-01 22:30:42
906,-,-,49 %,23524.64 Km,7 %,30.6 Km/h,1.49 Km/L,15833 L,0 %,0 VDC,012,0 %,0 °C,1784 H,5.16 BAR,0 °C,1488 Rpm,Off,Not,Not,Not,,2023-12-01 22:31:02
907,-,-,49 %,23524.64 Km,100 %,45.5 Km/h,1.49 Km/L,15833 L,63.2 %,0 VDC,013,0 %,0 °C,1784 H,5.52 BAR,0 °C,1937 Rpm,Off,Not,Not,Not,,2023-12-01 22:31:22
908,-,-,49 %,23525.06 Km,100 %,31.1 Km/h,1.49 Km/L,15833 L,64 %,28.3 VDC,012,63.6 %,96 °C,1784 H,0 BAR,97.9 °C,1573 Rpm,Off,Not,Not,Not,,2023-12-01 22:31:42
909,-,-,49 %,23525.12 Km,49 %,36 Km/h,1.49 Km/L,15833.5 L,0 %,0 VDC,012,0 %,0 °C,1784 H,5.44 BAR,0 °C,1822 Rpm,Off,Not,Not,Not,,2023-12-01 22:32:02
910,-,-,49 %,23525.35 Km,100 %,18.6 Km/h,1.49 Km/L,15833.5 L,0 %,28.2 VDC,008,0 %,0 °C,1784.01 H,5.44 BAR,0 °C,1980 Rpm,Off,Not,Not,Not,,2023-12-01 22:32:22
911,-,-,49 %,23525.51 Km,69 %,14.7 Km/h,1.49 Km/L,15833.5 L,65.6 %,28.3 VDC,007,64.8 %,92 °C,1784.01 H,0 BAR,98.5 °C,1930 Rpm,Off,Not,Not,Not,FFFF9,2023-12-01 22:32:42
912,-,-,49 %,23525.59 Km,100 %,13.2 Km/h,1.49 Km/L,15834 L,66.4 %,28.2 VDC,006,65.6 %,96 °C,1784.02 H,0 BAR,100.2 °C,2074 Rpm,Off,Not,Not,Not,5E650,2023-12-01 22:33:02
913,-,-,49 %,23525.65 Km,17 %,7.4 Km/h,1.49 Km/L,15834 L,65.6 %,28.3 VDC,005,64.8 %,94 °C,1784.02 H,0 BAR,100.2 °C,1382 Rpm,Off,Not,Not,Not,46362,2023-12-01 22:33:22
914,-,-,49 %,23525.67 Km,29 %,6 Km/h,1.49 Km/L,15834 L,64.4 %,28.3 VDC,004,64.4 %,91 °C,1784.03 H,0 BAR,98.1 °C,1341 Rpm,Off,Not,Not,Not,00000,2023-12-01 22:33:43
915,-,-,49 %,23525.71 Km,30 %,6.7 Km/h,1.49 Km/L,15834.5 L,64.4 %,28.2 VDC,004,64.8 %,93 °C,1784.03 H,0 BAR,98.5 °C,1505 Rpm,Off,Not,Not,Not,00DE0,2023-12-01 22:34:03
916,-,-,49 %,23525.74 Km,38 %,3.6 Km/h,1.49 Km/L,15834.5 L,67.2 %,28.3 VDC,0-1,64 %,95 °C,1784.04 H,0 BAR,99.1 °C,1375 Rpm,Off,Not,Not,Not,00000,2023-12-01 22:34:23
917,-,-,49 %,23525.74 Km,11 %,0 Km/h,1.49 Km/L,15834.5 L,66.8 %,28.2 VDC,000,64.4 %,96 °C,1784.05 H,0 BAR,99.5 °C,909 Rpm,Off,Not,Not,Not,00000,2023-12-01 22:34:43
918,-,-,49 %,23525.74 Km,27 %,0 Km/h,1.49 Km/L,15834.5 L,67.6 %,28.3 VDC,000,64.4 %,97 °C,1784.05 H,0 BAR,99.5 °C,1168 Rpm,Off,Not,Not,Not,F00FF,2023-12-01 22:35:02
919,-,-,49 %,23525.75 Km,19 %,4.4 Km/h,1.49 Km/L,15834.5 L,68.4 %,28.3 VDC,004,64.4 %,97 °C,1784.06 H,0 BAR,99.9 °C,980 Rpm,Off,Not,Not,Not,95045,2023-12-01 22:35:22
920,-,-,49 %,23525.78 Km,31 %,4.9 Km/h,1.49 Km/L,15834.5 L,65.6 %,28.3 VDC,004,64.4 %,97 °C,1784.06 H,0 BAR,99.8 °C,1095 Rpm,Off,Not,Not,Not,00000,2023-12-01 22:35:42
921,-,-,49 %,23525.82 Km,47 %,11.3 Km/h,1.49 Km/L,15834.5 L,63.6 %,28.2 VDC,006,64.8 %,97 °C,1784.07 H,0 BAR,100.2 °C,1780 Rpm,Off,Not,Not,Not,43704,2023-12-01 22:36:02
922,-,-,49 %,23525.88 Km,11 %,10.2 Km/h,1.49 Km/L,15835 L,63.6 %,28.2 VDC,008,65.2 %,98 °C,1784.07 H,0 BAR,100.5 °C,1043 Rpm,Off,Not,Not,Not,C00FE,2023-12-01 22:36:22
923,-,-,49 %,23525.97 Km,0 %,21.8 Km/h,1.49 Km/L,15835 L,63.6 %,28.3 VDC,010,64.8 %,97 °C,1784.08 H,0 BAR,100.5 °C,1656 Rpm,Off,Not,Not,Not,FFFFB,2023-12-01 22:36:42
924,-,-,49 %,23526.09 Km,2 %,19.3 Km/h,1.49 Km/L,15835 L,63.6 %,28.3 VDC,011,64.4 %,97 °C,1784.08 H,0 BAR,100.2 °C,1194 Rpm,Off,Not,Not,Not,FFFF9,2023-12-01 22:37:02
925,-,-,49 %,23526.2 Km,27 %,8.7 Km/h,1.49 Km/L,15835 L,64 %,28.3 VDC,006,63.2 %,96 °C,1784.09 H,0 BAR,99.5 °C,1336 Rpm,Off,Not,Not,Not,FFFFF,2023-12-01 22:37:23
926,-,-,49 %,23526.22 Km,19 %,6.5 Km/h,1.49 Km/L,15835 L,64.4 %,28.3 VDC,006,62.8 %,96 °C,1784.1 H,0 BAR,99.1 °C,992 Rpm,Off,Not,Not,Not,A0000,2023-12-01 22:37:43
927,-,-,49 %,23526.24 Km,9 %,2.2 Km/h,1.49 Km/L,15835 L,64.4 %,28.3 VDC,006,63.2 %,96 °C,1784.1 H,0 BAR,98.8 °C,597 Rpm,On,Not,Not,Not,74876,2023-12-01 22:38:03
928,-,-,49 %,23526.27 Km,13 %,0 Km/h,1.49 Km/L,15835 L,62.4 %,28.3 VDC,000,63.2 %,96 °C,1784.11 H,0 BAR,99.5 °C,556 Rpm,Off,Not,Not,Not,0EE00,2023-12-01 22:38:23
929,-,-,49 %,23526.27 Km,14 %,0 Km/h,1.49 Km/L,15835 L,64.8 %,0 VDC,000,0 %,0 °C,1784.11 H,2.16 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 22:38:43
930,-,-,49 %,23526.27 Km,14 %,0 Km/h,1.49 Km/L,15835 L,66 %,0 VDC,000,0 %,0 °C,1784.11 H,2.16 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 22:39:03
931,-,-,49 %,23526.27 Km,14 %,0 Km/h,1.49 Km/L,15835 L,66.8 %,0 VDC,000,0 %,0 °C,1784.11 H,2.2 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 22:39:20
932,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:39:22
933,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:42:54
934,-,-,49 %,23526.2 Km,15 %,0 Km/h,1.49 Km/L,15835 L,0 %,0 VDC,000,0 %,0 °C,1784.11 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-12-01 22:42:56
935,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:43:16
936,-,-,49 %,23526.2 Km,17 %,5.1 Km/h,1.49 Km/L,15835 L,65.2 %,0 VDC,004,0 %,0 °C,1784.11 H,0 BAR,0 °C,1138 Rpm,Off,Not,Not,Not,,2023-12-01 22:43:36
937,-,-,49 %,23526.21 Km,7 %,4.1 Km/h,1.49 Km/L,15835 L,0 %,28.2 VDC,004,0 %,0 °C,1784.12 H,0 BAR,0 °C,886 Rpm,Off,Not,Not,Not,,2023-12-01 22:43:57
938,-,-,49 %,23526.21 Km,22 %,10.2 Km/h,1.49 Km/L,15835 L,0 %,0 VDC,006,0 %,0 °C,1784.12 H,0 BAR,0 °C,1596 Rpm,Off,Not,Not,Not,,2023-12-01 22:44:17
939,-,-,49 %,23526.25 Km,0 %,18.4 Km/h,1.49 Km/L,15835 L,0 %,28.3 VDC,009,0 %,0 °C,1784.12 H,0 BAR,0 °C,1515 Rpm,Off,Not,Not,Not,,2023-12-01 22:44:37
940,-,-,49 %,23526.25 Km,22 %,25.1 Km/h,1.49 Km/L,15835 L,0 %,0 VDC,010,0 %,0 °C,1784.12 H,0 BAR,0 °C,1884 Rpm,Off,Not,Not,Not,,2023-12-01 22:44:57
941,-,-,49 %,23526.55 Km,51 %,27.3 Km/h,1.49 Km/L,15835 L,63.6 %,28.3 VDC,010,65.6 %,95 °C,1784.12 H,5.52 BAR,98.2 °C,2027 Rpm,Off,Not,Not,Not,FFFFF,2023-12-01 22:45:17
942,-,-,49 %,23526.59 Km,32 %,11.2 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,008,0 %,0 °C,1784.12 H,0 BAR,0 °C,1181 Rpm,Off,Not,Not,Not,,2023-12-01 22:45:37
943,-,-,49 %,23526.73 Km,16 %,4.2 Km/h,1.49 Km/L,15835.5 L,66.4 %,0 VDC,0-2,0 %,0 °C,1784.13 H,0 BAR,0 °C,1322 Rpm,Off,Not,Not,Not,,2023-12-01 22:45:56
944,-,-,49 %,23526.73 Km,19 %,2.6 Km/h,1.49 Km/L,15835.5 L,66 %,28.3 VDC,0-2,0 %,0 °C,1784.13 H,0 BAR,0 °C,784 Rpm,Off,Not,Not,Not,,2023-12-01 22:46:16
945,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:46:19
946,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 22:46:20
947,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:01:23
948,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:16:24
949,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:16:51
950,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:16:52
951,-,-,49 %,23526.75 Km,13 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,000,0 %,0 °C,1784.13 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 23:17:13
952,-,-,49 %,23526.75 Km,12 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,000,0 %,0 °C,1784.13 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 23:17:33
953,-,-,49 %,23526.75 Km,12 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,000,0 %,0 °C,1784.13 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-12-01 23:17:53
954,-,-,49 %,23526.75 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,000,0 %,0 °C,1784.13 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-12-01 23:18:13
955,-,-,49 %,23526.7 Km,14 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,004,0 %,0 °C,1784.13 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 23:18:33
956,-,-,49 %,23526.7 Km,20 %,5.8 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,004,0 %,0 °C,1784.13 H,0 BAR,0 °C,1294 Rpm,Off,Not,Not,Not,,2023-12-01 23:18:53
957,-,-,49 %,23526.7 Km,11 %,10.3 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,008,0 %,0 °C,1784.14 H,0 BAR,0 °C,1091 Rpm,Off,Not,Not,Not,,2023-12-01 23:19:13
958,-,-,49 %,23526.82 Km,0 %,21.8 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,012,0 %,0 °C,1784.14 H,0 BAR,0 °C,1101 Rpm,Off,Not,Not,Not,,2023-12-01 23:19:33
959,-,-,49 %,23526.82 Km,0 %,21.5 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,012,0 %,0 °C,1784.14 H,0 BAR,0 °C,1081 Rpm,Off,Not,Not,Not,,2023-12-01 23:19:53
960,-,-,49 %,23526.82 Km,0 %,21 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,012,0 %,0 °C,1784.14 H,0 BAR,0 °C,1060 Rpm,Off,Not,Not,Not,,2023-12-01 23:20:13
961,-,-,49 %,23527.13 Km,0 %,22.5 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,012,0 %,0 °C,1784.14 H,0 BAR,0 °C,1127 Rpm,Off,Not,Not,Not,,2023-12-01 23:20:33
962,-,-,49 %,23527.13 Km,0 %,43.3 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,014,0 %,0 °C,1784.14 H,0 BAR,0 °C,1490 Rpm,Off,Not,Not,Not,,2023-12-01 23:20:53
963,-,-,49 %,23527.13 Km,20 %,25.6 Km/h,1.49 Km/L,15835.5 L,0 %,28.2 VDC,012,0 %,0 °C,1784.14 H,0 BAR,0 °C,1296 Rpm,Off,Not,Not,Not,,2023-12-01 23:21:13
964,-,-,49 %,23527.13 Km,0 %,19.4 Km/h,1.49 Km/L,15835.5 L,0 %,28.2 VDC,012,0 %,0 °C,1784.14 H,0 BAR,0 °C,947 Rpm,Off,Not,Not,Not,,2023-12-01 23:21:33
965,-,-,49 %,23527.75 Km,0 %,9.7 Km/h,1.49 Km/L,15835.5 L,65.6 %,28.2 VDC,008,66 %,83 °C,1784.15 H,4.2 BAR,86.5 °C,1018 Rpm,Off,Not,Not,Not,,2023-12-01 23:21:54
966,-,-,49 %,23527.75 Km,0 %,1.6 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,004,0 %,0 °C,1784.15 H,0 BAR,0 °C,685 Rpm,On,Not,Not,Not,,2023-12-01 23:22:14
967,-,-,49 %,23527.78 Km,0 %,2.8 Km/h,1.49 Km/L,15835.5 L,60.8 %,0 VDC,0-2,0 %,0 °C,1784.15 H,0 BAR,0 °C,677 Rpm,On,Not,Not,Not,,2023-12-01 23:22:34
968,-,-,49 %,23527.78 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,63.2 %,0 VDC,000,0 %,0 °C,1784.15 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 23:22:54
969,-,-,49 %,23527.78 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,000,0 %,0 °C,1784.15 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 23:23:14
970,-,-,49 %,23527.8 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,66.8 %,28.2 VDC,000,65.6 %,84 °C,1784.15 H,2.4 BAR,86 °C,551 Rpm,Off,Not,Not,Not,,2023-12-01 23:23:34
971,-,-,49 %,23527.8 Km,5 %,3.4 Km/h,1.49 Km/L,15835.5 L,64.4 %,0 VDC,0-2,0 %,0 °C,1784.15 H,0 BAR,0 °C,1053 Rpm,Off,Not,Not,Not,,2023-12-01 23:23:54
972,-,-,49 %,23527.81 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,65.6 %,0 VDC,000,0 %,0 °C,1784.16 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 23:24:13
973,-,-,49 %,23527.81 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,66.8 %,28.2 VDC,000,65.6 %,83 °C,1784.16 H,2.44 BAR,85.3 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 23:24:33
974,-,-,49 %,23527.81 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,000,0 %,0 °C,1784.16 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 23:24:53
975,-,-,49 %,-,11 %,-,-,-,66.8 %,28.3 VDC,008,82 %,-,-,-,-,-,Off,,,,,2023-12-01 23:25:14
976,-,-,49 %,23527.81 Km,11 %,0 Km/h,1.49 Km/L,15835.5 L,66.8 %,28.2 VDC,004,65.6 %,82 °C,1784.16 H,0 BAR,84.5 °C,550 Rpm,Off,Not,Not,Not,,2023-12-01 23:25:34
977,-,-,49 %,23527.81 Km,48 %,6.7 Km/h,1.49 Km/L,15835.5 L,0 %,0 VDC,004,0 %,0 °C,1784.16 H,0 BAR,0 °C,1533 Rpm,Off,Not,Not,Not,,2023-12-01 23:25:54
978,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:25:54
979,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:26:14
980,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:26:34
981,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:26:54
982,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:27:14
983,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:27:34
984,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:27:54
985,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:28:14
986,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:28:35
987,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:28:55
988,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:29:15
989,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:29:34
990,-,-,49 %,23529.03 Km,11 %,0 Km/h,1.49 Km/L,15836 L,63.6 %,28.3 VDC,000,65.2 %,93 °C,1784.18 H,2.24 BAR,96.6 °C,589 Rpm,On,Not,Not,Not,,2023-12-01 23:29:54
991,-,-,49 %,23529.03 Km,13 %,0 Km/h,1.49 Km/L,15836 L,66.4 %,28.3 VDC,000,65.6 %,94 °C,1784.19 H,4.48 BAR,96.7 °C,1183 Rpm,Off,Not,Not,Not,,2023-12-01 23:30:14
992,-,-,49 %,23529.04 Km,25 %,5.9 Km/h,1.49 Km/L,15836 L,61.2 %,28.3 VDC,006,65.2 %,95 °C,1784.19 H,4.16 BAR,96.9 °C,918 Rpm,Off,Not,Not,Not,,2023-12-01 23:30:34
993,-,-,49 %,23529.1 Km,9 %,14.9 Km/h,1.49 Km/L,15836 L,65.6 %,28.2 VDC,008,65.2 %,95 °C,1784.2 H,5.32 BAR,97.1 °C,1538 Rpm,Off,Not,Not,Not,,2023-12-01 23:30:54
994,-,-,49 %,23529.18 Km,16 %,14.2 Km/h,1.49 Km/L,15836 L,64.4 %,28.3 VDC,010,64.8 %,95 °C,1784.2 H,3.72 BAR,97.3 °C,1005 Rpm,Off,Not,Not,Not,9FFFF,2023-12-01 23:31:14
995,-,-,49 %,-,-,-,-,-,-,-,"-,-",-,9 °C,-,-,-,-,Off,,,,,2023-12-01 23:31:34
996,-,-,49 %,23529.31 Km,0 %,42.9 Km/h,1.49 Km/L,15836 L,0 %,0 VDC,013,0 %,0 °C,1784.21 H,5.52 BAR,0 °C,1801 Rpm,Off,Not,Not,Not,,2023-12-01 23:31:55
997,-,-,49 %,23529.58 Km,39 %,36.7 Km/h,1.49 Km/L,15836 L,0 %,0 VDC,013,0 %,0 °C,1784.21 H,5.24 BAR,0 °C,1549 Rpm,Off,Not,Not,Not,,2023-12-01 23:32:15
998,-,-,49 %,23529.58 Km,100 %,43 Km/h,1.49 Km/L,15836 L,0 %,0 VDC,014,0 %,0 °C,1784.21 H,5.24 BAR,0 °C,1489 Rpm,Off,Not,Not,Not,,2023-12-01 23:32:35
999,-,-,49 %,23529.97 Km,15 %,6.9 Km/h,1.49 Km/L,15836.5 L,0 %,0 VDC,014,0 %,0 °C,1784.22 H,2.64 BAR,0 °C,563 Rpm,On,Not,Not,Not,,2023-12-01 23:32:55
1000,-,-,49 %,23530.13 Km,100 %,20.3 Km/h,1.49 Km/L,15836.5 L,65.2 %,28.2 VDC,008,64.4 %,93 °C,1784.22 H,5.64 BAR,96 °C,2161 Rpm,Off,Not,Not,Not,FFFF9,2023-12-01 23:33:15
1001,-,-,49 %,23530.22 Km,18 %,7.6 Km/h,1.49 Km/L,15836.5 L,65.2 %,28.3 VDC,008,64.8 %,95 °C,1784.23 H,3.72 BAR,97.4 °C,787 Rpm,Off,Not,Not,Not,FFFF9,2023-12-01 23:33:35
1002,-,-,49 %,23530.24 Km,0 %,4.1 Km/h,1.49 Km/L,15836.5 L,61.2 %,28.2 VDC,0-2,64.8 %,96 °C,1784.23 H,5.04 BAR,98.1 °C,1250 Rpm,Off,Not,Not,Not,13000,2023-12-01 23:33:55
1003,-,-,49 %,23530.24 Km,13 %,0 Km/h,1.49 Km/L,15836.5 L,64.8 %,28.2 VDC,000,64.8 %,96 °C,1784.24 H,2.2 BAR,98.2 °C,551 Rpm,Off,Not,Not,Not,00001,2023-12-01 23:34:15
1004,-,-,49 %,23530.24 Km,13 %,0 Km/h,1.49 Km/L,15836.5 L,66.4 %,0 VDC,000,64.8 %,96 °C,1784.24 H,2.2 BAR,97.6 °C,549 Rpm,Off,Not,Not,Not,EA4C6,2023-12-01 23:34:35
1005,-,-,49 %,23530.24 Km,13 %,0 Km/h,1.49 Km/L,15836.5 L,66.8 %,28.2 VDC,000,64.8 %,96 °C,1784.25 H,2.2 BAR,97.2 °C,550 Rpm,Off,Not,Not,Not,00000,2023-12-01 23:34:54
1006,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:34:54
1007,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:35:15
1008,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:35:35
1009,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:35:55
1010,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:36:15
1011,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:36:35
1012,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:36:55
1013,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:37:15
1014,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:37:35
1015,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:37:55
1016,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:38:15
1017,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:38:36
1018,-,-,49 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-12-01 23:38:56
1019,-,-,49 %,23531.31 Km,50 %,12.7 Km/h,1.49 Km/L,15837 L,63.6 %,28.2 VDC,007,65.2 %,94 °C,1784.29 H,5.12 BAR,99 °C,1632 Rpm,Off,Not,Not,Not,,2023-12-01 23:39:16
1020,-,-,49 %,23531.37 Km,44 %,7.4 Km/h,1.49 Km/L,15837.5 L,63.2 %,28.3 VDC,005,64.8 %,97 °C,1784.29 H,4.44 BAR,100.5 °C,1398 Rpm,Off,Not,Not,Not,5247E,2023-12-01 23:39:36
1021,-,-,49 %,23531.4 Km,53 %,0.8 Km/h,1.49 Km/L,15837.5 L,63.2 %,28.2 VDC,0-1,64.8 %,98 °C,1784.3 H,2.2 BAR,101 °C,574 Rpm,Off,Not,Not,Not,5247E,2023-12-01 23:39:55
1022,-,-,49 %,23531.42 Km,17 %,3.8 Km/h,1.49 Km/L,15837.5 L,63.6 %,28.2 VDC,0-1,64.4 %,95 °C,1784.3 H,5.08 BAR,100 °C,1444 Rpm,Off,Not,Not,Not,5247E,2023-12-01 23:40:15
1023,-,-,49 %,23531.43 Km,11 %,0 Km/h,1.49 Km/L,15837.5 L,61.2 %,28.3 VDC,000,64.4 %,91 °C,1784.31 H,2.2 BAR,97.5 °C,550 Rpm,On,Not,Not,Not,5247E,2023-12-01 23:40:35
1024,-,-,49 %,23531.43 Km,12 %,0 Km/h,1.49 Km/L,15837.5 L,65.2 %,28.2 VDC,000,64.8 %,92 °C,1784.32 H,4.44 BAR,97.2 °C,1184 Rpm,Off,Not,Not,Not,5247E,2023-12-01 23:40:55
1025,-,-,49 %,23531.45 Km,18 %,3.5 Km/h,1.49 Km/L,15837.5 L,64.4 %,28.3 VDC,004,64.8 %,93 °C,1784.32 H,2.76 BAR,97.2 °C,787 Rpm,Off,Not,Not,Not,5247E,2023-12-01 23:41:15
