,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
3319,-,-,100 %,18798.1 Km,11 %,0 Km/h,1.48 Km/L,12728.5 L,82 %,0 VDC,004,46.8 %,97 °C,1505.32 H,2.16 BAR,98.5 °C,553 Rpm,Off,Not,Not,Not,04FF2,2023-11-01 21:37:57
3320,-,-,100 %,18798.1 Km,75 %,10.7 Km/h,1.48 Km/L,12728.5 L,84.4 %,28.3 VDC,006,46.4 %,96 °C,1505.32 H,0 BAR,98.4 °C,1675 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:38:18
3321,-,-,100 %,18798.23 Km,0 %,30.8 Km/h,1.48 Km/L,12728.5 L,84 %,0 VDC,012,46.4 %,97 °C,1505.33 H,4.72 BAR,99 °C,1559 Rpm,Off,Not,Not,Not,F0000,2023-11-01 21:38:38
3322,-,-,100 %,18798.4 Km,32 %,45.8 Km/h,1.48 Km/L,12729 L,83.6 %,0 VDC,014,46.4 %,97 °C,1505.34 H,5 BAR,99.2 °C,1586 Rpm,Off,Not,Not,Not,0000C,2023-11-01 21:38:58
3323,-,-,100 %,18798.7 Km,100 %,65.2 Km/h,1.48 Km/L,12729 L,83.2 %,0 VDC,016,48 %,97 °C,1505.34 H,5 BAR,99.7 °C,1504 Rpm,Off,Not,Not,Not,9FFFD,2023-11-01 21:39:18
3324,-,-,100 %,18799.01 Km,33 %,40.9 Km/h,1.48 Km/L,12729.5 L,84 %,28.1 VDC,016,47.6 %,99 °C,1505.35 H,3.6 BAR,100.2 °C,958 Rpm,Off,Not,Not,Not,BFFFB,2023-11-01 21:39:38
3325,-,-,100 %,18799.23 Km,95 %,27.4 Km/h,1.48 Km/L,12729.5 L,84 %,28.1 VDC,012,48.4 %,97 °C,1505.35 H,4.64 BAR,99.7 °C,1368 Rpm,Off,Not,Not,Not,13000,2023-11-01 21:39:58
3326,-,-,100 %,18799.36 Km,2 %,21.5 Km/h,1.48 Km/L,12730 L,84 %,0 VDC,011,48.4 %,93 °C,1505.36 H,4.72 BAR,98.5 °C,1321 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:40:18
3327,-,-,100 %,18799.42 Km,18 %,5.9 Km/h,1.48 Km/L,12730 L,82 %,0 VDC,0-2,48.8 %,93 °C,1505.36 H,4.8 BAR,98.4 °C,1856 Rpm,Off,Not,Not,Not,EA4C6,2023-11-01 21:40:38
3328,-,-,100 %,18799.43 Km,24 %,0 Km/h,1.48 Km/L,12730 L,83.2 %,0 VDC,000,48.8 %,95 °C,1505.37 H,4.12 BAR,99 °C,1172 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:40:58
3329,-,-,100 %,18799.44 Km,10 %,0.5 Km/h,1.48 Km/L,12730 L,76.8 %,28.2 VDC,004,49.2 %,95 °C,1505.37 H,2.84 BAR,99.1 °C,585 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:41:17
3330,-,-,100 %,18799.44 Km,0 %,5.2 Km/h,1.48 Km/L,12730 L,84 %,28.2 VDC,006,48.4 %,96 °C,1505.38 H,3.92 BAR,99 °C,928 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:41:38
3331,-,-,100 %,18799.53 Km,8 %,19.7 Km/h,1.48 Km/L,12730.5 L,84.4 %,28.3 VDC,012,48.8 %,96 °C,1505.39 H,3.68 BAR,99.1 °C,986 Rpm,Off,Not,Not,Not,02078,2023-11-01 21:41:58
3332,-,-,100 %,18799.68 Km,0 %,49.9 Km/h,1.48 Km/L,12730.5 L,84 %,0 VDC,016,48.4 %,96 °C,1505.39 H,4 BAR,98.9 °C,1158 Rpm,Off,Not,Not,Not,42210,2023-11-01 21:42:18
3333,-,-,100 %,18799.98 Km,0 %,61.2 Km/h,1.48 Km/L,12730.5 L,83.6 %,0 VDC,016,48.4 %,95 °C,1505.4 H,5 BAR,98.6 °C,1448 Rpm,On,Not,Not,Not,5247E,2023-11-01 21:42:38
3334,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:42:38
3335,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:42:58
3336,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:43:18
3337,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:43:38
3338,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:43:58
3339,-,-,100 %,18800.77 Km,0 %,1.1 Km/h,1.48 Km/L,12731 L,81.6 %,28.2 VDC,0-2,48.8 %,96 °C,1505.42 H,4.08 BAR,99.3 °C,707 Rpm,On,Not,Not,Not,C6C75,2023-11-01 21:44:18
3340,-,-,100 %,18800.77 Km,13 %,0 Km/h,1.48 Km/L,12731 L,80 %,0 VDC,000,47.6 %,97 °C,1505.43 H,2.12 BAR,99.2 °C,549 Rpm,Off,Not,Not,Not,03B9A,2023-11-01 21:44:38
3341,-,-,100 %,18800.77 Km,13 %,0 Km/h,1.48 Km/L,12731 L,79.6 %,0 VDC,000,46.8 %,97 °C,1505.44 H,2.12 BAR,98.8 °C,547 Rpm,Off,Not,Not,Not,00163,2023-11-01 21:44:59
3342,-,-,100 %,18800.77 Km,53 %,0 Km/h,1.48 Km/L,12731 L,80 %,28.4 VDC,004,46 %,97 °C,1505.44 H,2.2 BAR,98.6 °C,823 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:45:19
3343,-,-,100 %,18800.81 Km,0 %,18 Km/h,1.48 Km/L,12731 L,82.8 %,0 VDC,008,46 %,96 °C,1505.45 H,5.32 BAR,98.9 °C,1587 Rpm,Off,Not,Not,Not,00000,2023-11-01 21:45:39
3344,-,-,100 %,18800.93 Km,100 %,30 Km/h,1.48 Km/L,12731 L,0 %,0 VDC,012,0 %,0 °C,1505.45 H,0 BAR,0 °C,1527 Rpm,Off,Not,Not,Not,,2023-11-01 21:45:59
3345,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:45:59
3346,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:46:19
3347,-,-,100 %,-,0 %,-,-,-,83.2 %,0 VDC,009,99 %,-,-,-,-,-,Off,,,,,2023-11-01 21:46:38
3348,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:46:58
3349,-,-,100 %,18801.81 Km,100 %,22.7 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,011,0 %,0 °C,1505.45 H,0 BAR,0 °C,1388 Rpm,Off,Not,Not,Not,,2023-11-01 21:47:18
3350,-,-,100 %,18801.94 Km,5 %,5.8 Km/h,1.48 Km/L,12731.5 L,0 %,28.1 VDC,008,0 %,0 °C,1505.45 H,0 BAR,0 °C,600 Rpm,Off,Not,Not,Not,,2023-11-01 21:47:38
3351,-,-,100 %,18802.09 Km,24 %,0 Km/h,1.48 Km/L,12731.5 L,83.6 %,0 VDC,000,0 %,0 °C,1505.46 H,0 BAR,0 °C,1177 Rpm,Off,Not,Not,Not,,2023-11-01 21:47:58
3352,-,-,100 %,18802.09 Km,17 %,0 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,000,0 %,0 °C,1505.46 H,0 BAR,0 °C,1181 Rpm,Off,Not,Not,Not,,2023-11-01 21:48:19
3353,-,-,100 %,18802.09 Km,0 %,1.7 Km/h,1.48 Km/L,12731.5 L,83.2 %,0 VDC,0-1,0 %,0 °C,1505.46 H,0 BAR,0 °C,920 Rpm,On,Not,Not,Not,,2023-11-01 21:48:39
3354,-,-,100 %,18802.09 Km,8 %,14 Km/h,1.48 Km/L,12731.5 L,0 %,28.2 VDC,008,0 %,0 °C,1505.46 H,0 BAR,0 °C,1458 Rpm,Off,Not,Not,Not,,2023-11-01 21:48:59
3355,-,-,100 %,18802.09 Km,0 %,19.8 Km/h,1.48 Km/L,12731.5 L,0 %,28.1 VDC,011,0 %,0 °C,1505.46 H,0 BAR,0 °C,1132 Rpm,Off,Not,Not,Not,,2023-11-01 21:49:19
3356,-,-,100 %,18802.24 Km,0 %,40.5 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,016,0 %,0 °C,1505.46 H,0 BAR,0 °C,934 Rpm,On,Not,Not,Not,,2023-11-01 21:49:39
3357,-,-,100 %,18802.24 Km,75 %,62.3 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,016,0 %,0 °C,1505.46 H,0 BAR,0 °C,1444 Rpm,Off,Not,Not,Not,,2023-11-01 21:49:59
3358,-,-,100 %,18802.67 Km,89 %,32.1 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,013,0 %,0 °C,1505.47 H,0 BAR,0 °C,1337 Rpm,Off,Not,Not,Not,,2023-11-01 21:50:19
3359,-,-,100 %,18802.67 Km,7 %,25.7 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,014,0 %,0 °C,1505.47 H,0 BAR,0 °C,884 Rpm,Off,Not,Not,Not,,2023-11-01 21:50:39
3360,-,-,100 %,18803.2 Km,29 %,14.1 Km/h,1.48 Km/L,12731.5 L,82.4 %,0 VDC,010,48 %,94 °C,1505.47 H,0 BAR,96.9 °C,1057 Rpm,Off,Not,Not,Not,,2023-11-01 21:50:59
3361,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:50:59
3362,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:51:19
3363,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:51:40
3364,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:52:00
3365,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:52:19
3366,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:52:39
3367,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 21:52:59
3368,-,-,100 %,18803.39 Km,12 %,0 Km/h,1.48 Km/L,12731.5 L,81.6 %,0 VDC,000,0 %,0 °C,1505.48 H,0 BAR,0 °C,552 Rpm,On,Not,Not,Not,,2023-11-01 21:53:19
3369,-,-,100 %,18803.44 Km,13 %,0 Km/h,1.48 Km/L,12731.5 L,81.6 %,0 VDC,000,0 %,0 °C,1505.48 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 21:53:39
3370,-,-,100 %,18803.44 Km,13 %,0 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,000,0 %,0 °C,1505.48 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 21:53:59
3371,-,-,100 %,18803.44 Km,13 %,0 Km/h,1.48 Km/L,12731.5 L,83.6 %,0 VDC,000,45.2 %,96 °C,1505.48 H,2.16 BAR,97.6 °C,549 Rpm,Off,Not,Not,Not,,2023-11-01 21:54:19
3372,-,-,100 %,18803.44 Km,13 %,0 Km/h,1.48 Km/L,12731.5 L,81.2 %,28.3 VDC,004,44.8 %,95 °C,1505.49 H,2.16 BAR,97.2 °C,550 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 21:54:39
3373,-,-,100 %,18803.47 Km,17 %,8.1 Km/h,1.48 Km/L,12731.5 L,82.8 %,28.2 VDC,004,44.8 %,95 °C,1505.49 H,5.36 BAR,97.3 °C,1802 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 21:55:00
3374,-,-,100 %,18803.47 Km,0 %,22.8 Km/h,1.48 Km/L,12731.5 L,0 %,0 VDC,012,0 %,0 °C,1505.5 H,0 BAR,0 °C,1151 Rpm,On,Not,Not,Not,,2023-11-01 21:55:20
3375,-,-,100 %,18803.47 Km,17 %,24.9 Km/h,1.48 Km/L,12731.5 L,0 %,28.2 VDC,010,0 %,0 °C,1505.5 H,0 BAR,0 °C,1793 Rpm,On,Not,Not,Not,,2023-11-01 21:55:40
3376,-,-,100 %,18803.65 Km,0 %,31.6 Km/h,1.48 Km/L,12732 L,0 %,28.3 VDC,014,0 %,0 °C,1505.5 H,0 BAR,0 °C,1096 Rpm,On,Not,Not,Not,,2023-11-01 21:56:00
3377,-,-,100 %,18803.86 Km,98 %,52.2 Km/h,1.48 Km/L,12732 L,81.6 %,0 VDC,016,47.2 %,95 °C,1505.5 H,0 BAR,97.7 °C,1310 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 21:56:20
3378,-,-,100 %,18803.86 Km,100 %,43.2 Km/h,1.48 Km/L,12732 L,0 %,0 VDC,015,0 %,0 °C,1505.5 H,0 BAR,0 °C,1229 Rpm,Off,Not,Not,Not,,2023-11-01 21:56:40
3379,-,-,100 %,18803.86 Km,50 %,26.4 Km/h,1.48 Km/L,12732 L,0 %,28.2 VDC,011,0 %,0 °C,1505.51 H,0 BAR,0 °C,1616 Rpm,Off,Not,Not,Not,,2023-11-01 21:57:00
3380,-,-,100 %,18803.86 Km,39 %,24.5 Km/h,1.48 Km/L,12732 L,0 %,0 VDC,012,0 %,0 °C,1505.51 H,0 BAR,0 °C,1250 Rpm,Off,Not,Not,Not,,2023-11-01 21:57:20
3381,-,-,100 %,18804.67 Km,12 %,4 Km/h,1.48 Km/L,12732 L,81.6 %,28.2 VDC,0-2,0 %,0 °C,1505.51 H,0 BAR,0 °C,1250 Rpm,Off,Not,Not,Not,,2023-11-01 21:57:39
3382,-,-,100 %,18804.67 Km,23 %,0 Km/h,1.48 Km/L,12732 L,0 %,0 VDC,000,0 %,0 °C,1505.51 H,0 BAR,0 °C,1174 Rpm,Off,Not,Not,Not,,2023-11-01 21:57:59
