,priority,sat,event,ignition,motion,rssi,di1,out1,io113,power,io24,battery,io68,adc1,io199,io16,combinedfuel,sequence,distance,totaldistance,valid,enginehours,result,io247,time
0,0,20,0,false,false,2,0,false,100,26.212,0,4.105,0,87,0,109935860,0,1,0,17076484.08,true,6611345,,,2023-11-01 00:10:03
1,0,20,0,false,false,2,0,false,100,26.19,0,4.105,0,87,0,109935860,0,2,0,17076484.08,true,6611345,,,2023-11-01 00:25:04
2,0,20,0,false,false,2,0,false,100,26.187,0,4.105,0,87,0,109935860,0,1,0,17076484.08,true,6611345,,,2023-11-01 00:40:05
3,0,21,0,false,false,2,0,false,100,26.172,0,4.105,0,87,0,109935860,0,2,0,17076484.08,true,6611345,,,2023-11-01 00:55:08
4,0,21,1,false,false,3,1,false,100,25.966,0,4.105,0,87,0,109935860,0,2,0,17076484.08,true,6611345,,,2023-11-01 01:06:05
5,0,21,239,true,true,3,1,false,100,25.91,0,4.105,0,87,0,109935860,0,1,0,17076484.08,true,6611345,,,2023-11-01 01:06:07
6,0,21,0,true,true,3,1,false,100,28.506,0,4.1,0,87,0,109935860,0,3,0,17076484.08,true,6611364,,,2023-11-01 01:06:26
7,0,20,1,true,true,3,0,false,100,28.534,0,4.108,0,87,0,109935860,0,4,0,17076484.08,true,6611368,,,2023-11-01 01:06:30
8,0,20,239,false,false,3,0,false,100,27.966,0,4.108,0,87,0,109935860,0,5,0,17076484.08,true,6611368,,,2023-11-01 01:06:31
9,0,21,1,false,false,3,1,false,100,26.909,0,4.105,0,87,0,109935860,0,6,0,17076484.08,true,6611368,,,2023-11-01 01:06:38
10,0,21,239,true,true,3,1,false,100,26.822,0,4.105,0,87,0,109935860,0,7,0,17076484.08,true,6611369,"013,00018621.994,0000000000000.0,00000.0,0000012604.5,00.0,00026.8,000,00.0,000,0003611959,0268,00000000.0,000551.0,1,Off,Not,Not",,2023-11-01 01:06:39
11,0,21,0,true,true,2,1,false,100,28.484,0,4.101,0,87,0,109935860,0,8,0,17076484.08,true,6611389,"014,00018621.900,0000000000000.0,00000.0,0000012604.5,00.0,00000.0,000,00.0,000,0003611962,0280,00000000.0,000550.0,1,Not,Not,Not",,2023-11-01 01:06:59
12,0,20,0,true,true,2,1,false,100,28.448,0,4.104,0,87,0,109935860,0,9,0,17076484.08,true,6611409,"013,00018621.900,0000000000000.0,00000.0,0000012604.5,75.2,00028.2,000,56.4,071,0003611982,0280,00000069.7,000551.0,0,Not,Not,Not,FFFDFFFF",,2023-11-01 01:07:19
13,0,21,0,true,true,2,1,false,100,28.574,5,4.105,0,87,21,109935886,0,10,16.79,17076500.87,true,6611429,"014,00018621.914,0000000000000.5,00000.0,0000012604.5,71.6,00028.1,004,56.4,070,0003612002,0336,00000070.7,000547.0,0,Not,Not,Not,FFFDFFFF",,2023-11-01 01:07:39
14,0,21,0,true,true,2,1,false,100,28.504,14,4.105,0,87,135,109936000,0,11,111.78,17076612.65,true,6611450,,,2023-11-01 01:08:00
15,0,20,0,true,true,2,1,false,100,28.48,19,4.105,0,87,253,109936118,0,10,197.91,17076698.78,true,6611470,,,2023-11-01 01:08:20
16,0,21,0,true,true,2,1,false,100,28.566,12,4.105,0,87,321,109936186,0,9,190.22,17076691.09,true,6611490,,,2023-11-01 01:08:40
17,0,21,0,true,true,2,1,false,100,28.51,0,4.105,0,87,360,109936225,0,8,228.37,17076729.24,true,6611510,,,2023-11-01 01:09:00
18,0,21,0,true,true,0,1,false,100,28.557,0,4.105,0,87,360,109936225,0,7,228.37,17076729.24,true,6611530,,,2023-11-01 01:09:20
19,0,21,0,true,true,0,1,false,100,28.543,0,4.105,0,87,360,109936225,0,6,228.37,17076729.24,true,6611550,,,2023-11-01 01:09:40
20,0,21,0,true,true,3,1,false,100,28.556,0,4.105,0,87,360,109936225,0,5,228.37,17076729.24,true,6611570,,,2023-11-01 01:10:00
21,0,21,0,true,true,3,1,false,100,28.571,0,4.105,0,87,360,109936225,0,4,228.37,17076729.24,true,6611590,,,2023-11-01 01:10:20
22,0,22,0,true,true,3,1,false,100,28.557,0,4.105,0,87,360,109936225,0,3,228.37,17076729.24,true,6611610,,,2023-11-01 01:10:40
23,0,21,0,true,true,0,1,false,0,28.56,0,0,0,87,0,109936225,0,2,228.77,17076729.64,true,6611656,,,2023-11-01 01:11:26
24,0,22,0,true,true,2,1,false,100,28.5,9,4.138,71,87,13,109936238,0,1,228.6,17076729.47,true,6611675,,,2023-11-01 01:11:45
25,0,21,0,true,true,2,1,false,100,28.44,40,4.148,52,87,209,109936434,0,12,194.59,17076924.06,true,6611699,"000,00018622.389,0000000000044.6,00000.0,0000012605.0,70.4,00028.3,016,59.2,076,0003612267,0492,00000076.6,001036.0,1,Not,Not,Not,42413938",,2023-11-01 01:12:09
26,0,20,0,true,true,2,1,false,100,28.495,19,4.116,0,87,374,109936599,0,13,159.47,17077083.53,true,6611719,"000,00018622.594,0000000000020.0,00000.0,0000012605.0,70.4,00028.1,015,58.8,077,0003612287,0356,00000077.3,000597.0,1,Not,Not,Not,42400000",,2023-11-01 01:12:29
27,0,21,0,true,true,2,1,false,100,28.539,27,4.114,0,87,512,109936737,0,14,136.29,17077219.82,true,6611739,"086,00018622.730,0000000000022.0,00000.0,0000012605.0,70.8,00028.2,012,58.8,077,0003612307,0480,00000077.6,001108.0,0,Not,Not,Not,00000003",,2023-11-01 01:12:49
28,0,20,0,true,true,2,1,false,100,28.468,0,4.111,0,87,603,109936828,0,15,88.72,17077308.54,true,6611759,"000,00018622.830,0000000000012.4,00000.0,0000012605.0,72.0,00028.2,011,59.2,078,0003612327,0340,00000078.2,000740.0,0,Not,Not,Not,00000000",,2023-11-01 01:13:09
29,0,19,0,true,true,2,1,false,100,28.506,0,4.109,0,87,603,109936828,0,16,18.95,17077327.49,true,6611778,"009,00018622.879,0000000000004.0,00000.0,0000012605.0,73.6,00028.2,0-2,58.4,079,0003612347,0532,00000079.2,001267.0,0,Not,Not,Not,00000000",,2023-11-01 01:13:28
30,0,19,0,true,true,2,1,false,100,28.506,0,4.109,0,87,603,109936828,0,6,0,17077327.49,true,6611778,,,2023-11-01 01:13:28
31,0,18,0,true,true,2,1,false,100,28.58,0,4.109,0,87,603,109936828,0,5,0.94,17077328.43,true,6611798,,,2023-11-01 01:13:48
32,0,19,0,true,true,2,1,false,100,28.581,0,4.109,0,87,603,109936828,0,4,0.94,17077328.43,true,6611818,,,2023-11-01 01:14:08
33,0,19,0,true,true,2,1,false,100,28.583,0,4.109,0,87,603,109936828,0,3,0.94,17077328.43,true,6611838,,,2023-11-01 01:14:28
34,0,19,0,true,true,2,1,false,100,28.578,0,4.109,0,87,603,109936828,0,2,0.94,17077328.43,true,6611859,,,2023-11-01 01:14:49
35,0,19,0,true,true,2,1,false,100,28.418,8,4.092,0,87,620,109936845,0,1,11.67,17077339.16,true,6611879,,,2023-11-01 01:15:09
36,0,20,0,true,true,2,1,false,100,28.548,24,4.11,0,87,705,109936930,0,7,74.38,17077413.54,true,6611899,"000,00018622.939,0000000000019.7,00000.0,0000012605.5,76.0,00028.2,011,57.6,080,0003612467,0556,00000080.7,001295.0,0,Not,Not,Not,00000000",,2023-11-01 01:15:29
37,0,21,0,true,true,2,1,false,100,28.509,12,4.109,0,87,840,109937065,0,8,131.91,17077545.45,true,6611919,"005,00018623.090,0000000000019.2,00000.0,0000012605.5,74.4,00028.2,009,56.4,081,0003612487,0544,00000082.1,001706.0,1,Not,Not,Not,00000000",,2023-11-01 01:15:49
38,0,21,0,true,true,2,1,false,100,28.654,0,4.109,0,87,878,109937103,0,9,36.5,17077581.95,true,6611939,"047,00018623.150,0000000000012.1,00000.0,0000012605.5,73.6,00028.3,007,57.6,083,0003612507,0548,00000082.8,001545.0,0,Not,Not,Not,00000000",,2023-11-01 01:16:09
39,0,20,0,true,true,2,1,false,100,28.426,0,4.111,0,87,878,109937103,0,10,23.64,17077605.59,true,6611959,"000,00018623.174,0000000000004.2,00000.0,0000012605.5,76.8,00028.2,0-2,58.4,083,0003612527,0528,00000083.6,001306.0,0,Not,Not,Not,00000000",,2023-11-01 01:16:29
40,0,20,0,true,true,2,1,false,100,28.537,0,4.109,0,87,878,109937103,0,11,0.75,17077606.34,true,6611979,"021,00018623.180,0000000000000.0,00000.0,0000012605.5,79.6,00028.2,000,59.2,082,0003612547,0500,00000083.3,001174.0,0,Not,Not,Not,00000000",,2023-11-01 01:16:49
41,0,20,0,true,true,2,1,false,100,28.529,5,4.109,0,87,902,109937127,0,12,7.32,17077613.66,true,6611997,"051,00018623.180,0000000000003.8,00000.0,0000012605.5,79.6,00028.3,002,60.0,082,0003612567,0300,00000083.6,001301.0,0,Not,Not,Not,00000000",,2023-11-01 01:17:07
42,0,21,0,true,true,2,1,false,100,28.514,15,4.109,0,87,961,109937186,0,13,37.01,17077650.67,true,6612017,"000,00018623.225,0000000000014.1,00000.0,0000012605.5,75.6,00028.2,008,60.0,083,0003612587,0536,00000084.4,001434.0,0,Not,Not,Not,00000000",,2023-11-01 01:17:27
43,0,21,0,true,true,2,1,false,100,28.501,14,4.109,0,87,1079,109937304,0,14,116.92,17077767.59,true,6612037,"100,00018623.334,0000000000027.5,00000.0,0000012606.0,74.4,00028.2,013,60.0,083,0003612607,0476,00000084.9,001150.0,0,Not,Not,Not,00000000",,2023-11-01 01:17:47
44,0,21,0,true,true,2,1,false,100,28.55,0,4.112,0,87,1151,109937376,0,15,72.06,17077839.65,true,6612058,"000,00018623.445,0000000000005.6,00000.0,0000012606.0,74.4,00028.1,007,60.0,083,0003612632,0324,00000084.8,000635.0,1,Not,Not,Not,00000000",,2023-11-01 01:18:08
45,0,20,0,true,true,2,1,false,100,28.483,8,4.107,0,87,1173,109937398,0,16,19.55,17077859.2,true,6612077,"009,00018623.459,0000000000010.3,00000.0,0000012606.0,74.8,00028.3,008,58.8,084,0003612652,0444,00000085.0,001069.0,0,Not,Not,Not,00000000",,2023-11-01 01:18:27
46,0,19,0,true,true,2,1,false,100,28.527,0,4.109,0,87,1177,109937402,0,17,8.99,17077868.19,true,6612097,"011,00018623.480,0000000000002.0,00000.0,0000012606.0,77.2,00028.1,0-2,58.0,083,0003612672,0280,00000085.0,000554.0,1,Not,Not,Not,00000000",,2023-11-01 01:18:47
47,0,19,0,true,true,2,1,false,100,28.532,0,4.107,0,87,1177,109937402,0,18,0,17077868.19,true,6612117,"012,00018623.480,0000000000000.0,00000.0,0000012606.0,79.2,00028.2,000,58.4,083,0003612692,0244,00000084.8,000550.0,0,Not,Not,Not,00000000",,2023-11-01 01:19:07
48,0,19,0,true,true,2,1,false,100,28.531,0,4.109,0,87,1177,109937402,0,19,0,17077868.19,true,6612137,"012,00018623.480,0000000000000.0,00000.0,0000012606.0,79.6,00028.3,000,58.8,083,0003612712,0244,00000084.3,000549.0,0,Not,Not,Not,00000000",,2023-11-01 01:19:27
49,0,19,0,true,true,2,1,false,100,28.531,0,4.109,0,87,1177,109937402,0,7,0,17077868.19,true,6612137,,,2023-11-01 01:19:27
50,0,21,0,true,true,2,1,false,100,28.52,0,4.109,0,87,1177,109937402,0,6,0,17077868.19,true,6612157,,,2023-11-01 01:19:47
51,0,21,0,true,true,2,1,false,100,28.562,0,4.109,0,87,1177,109937402,0,5,0,17077868.19,true,6612177,,,2023-11-01 01:20:07
52,0,21,0,true,true,2,1,false,100,28.572,0,4.109,0,87,1177,109937402,0,4,0,17077868.19,true,6612197,,,2023-11-01 01:20:27
53,0,21,0,true,true,2,1,false,100,28.585,0,4.109,0,87,1177,109937402,0,3,0,17077868.19,true,6612217,,,2023-11-01 01:20:47
54,0,21,0,true,true,2,1,false,100,28.591,9,4.109,0,87,1200,109937425,0,2,7.96,17077876.15,true,6612237,,,2023-11-01 01:21:07
55,0,21,0,true,true,2,1,false,100,28.548,29,4.109,0,87,1327,109937552,0,1,129.62,17077997.81,true,6612258,,,2023-11-01 01:21:28
56,0,21,0,true,true,2,1,false,100,28.547,0,4.11,0,87,1440,109937665,0,8,104.8,17078102.61,true,6612278,"008,00018623.750,0000000000004.3,00000.0,0000012606.5,74.0,00028.1,011,57.2,084,0003612852,0000,00000085.6,000587.0,1,Not,Not,Not,00000000",,2023-11-01 01:21:48
57,0,21,0,true,true,2,1,false,100,28.526,0,4.109,0,87,1440,109937665,0,9,18.69,17078121.3,true,6612298,"010,00018623.770,0000000000000.9,00000.0,0000012606.5,79.2,00000.0,0-2,58.4,083,0003612872,0000,00000085.4,000563.0,1,Not,Not,Not,00000000",,2023-11-01 01:22:08
58,0,21,0,true,true,2,1,false,100,28.537,0,4.108,0,87,1440,109937665,0,10,0,17078121.3,true,6612318,"014,00018623.770,0000000000000.0,00000.0,0000012606.5,79.6,00028.2,000,59.6,083,0003612892,0000,00000085.4,001197.0,0,Not,Not,Not,00000000",,2023-11-01 01:22:28
59,0,21,0,true,true,2,1,false,100,28.584,6,4.109,0,87,1460,109937685,0,11,4.22,17078125.52,true,6612338,"050,00018623.779,0000000000006.5,00000.0,0000012606.5,80.0,00000.0,002,60.4,083,0003612912,0000,00000085.5,002174.0,0,Not,Not,Not,00000000",,2023-11-01 01:22:48
60,0,20,0,true,true,2,1,false,100,28.558,15,4.112,0,87,1520,109937745,0,12,42.35,17078167.87,true,6612358,"000,00018623.820,0000000000020.1,00000.0,0000012606.5,76.0,00028.1,011,60.0,084,0003612932,0000,00000086.5,000930.0,1,Not,Not,Not,00000000",,2023-11-01 01:23:08
61,0,21,0,true,true,2,1,false,100,28.553,30,4.109,0,87,1648,109937873,0,13,119.9,17078287.77,true,6612378,"100,00018623.959,0000000000029.7,00000.0,0000012606.5,75.6,00028.3,013,59.6,085,0003612952,0000,00000086.7,001264.0,0,Not,Not,Not,00000000",,2023-11-01 01:23:28
62,0,21,0,true,true,2,1,false,100,28.528,0,4.109,0,87,1704,109937929,0,14,56.3,17078344.07,true,6612398,"015,00018624.029,0000000000000.0,00000.0,0000012607.0,74.0,00028.3,000,59.2,086,0003612972,0000,00000087.0,000556.0,0,Not,Not,Not,00000000",,2023-11-01 01:23:48
63,0,21,0,true,true,2,1,false,100,28.581,0,4.113,0,87,1704,109937929,0,15,0,17078344.07,true,6612417,"012,00018624.029,0000000000000.0,00000.0,0000012607.0,74.4,00028.2,000,58.4,086,0003612992,0000,00000086.9,000550.0,0,Not,Not,Not,00000000",,2023-11-01 01:24:07
64,0,21,0,true,true,2,1,false,100,28.584,0,4.109,0,87,1704,109937929,0,16,0,17078344.07,true,6612437,"010,00018624.029,0000000000000.0,00000.0,0000012607.0,75.2,00000.0,000,58.0,086,0003613007,0000,00000086.9,000550.0,0,Not,Not,Not,00000000",,2023-11-01 01:24:27
65,0,21,0,true,true,2,1,false,100,28.518,0,4.106,0,87,1704,109937929,0,17,0,17078344.07,true,6612458,"012,00018624.029,0000000000000.0,00000.0,0000012607.0,75.2,00028.3,000,57.6,085,0003613032,0000,00000086.7,000551.0,0,Not,Not,Not,00000000",,2023-11-01 01:24:48
66,0,21,0,true,true,2,1,false,100,28.549,0,4.109,0,87,1726,109937951,0,18,22.09,17078366.16,true,6612478,"005,00018624.055,0000000000007.1,00000.0,0000012607.0,74.0,00028.2,008,57.2,085,0003613052,0000,00000086.5,000726.0,1,Not,Not,Not,00000000",,2023-11-01 01:25:08
67,0,21,0,true,true,2,1,false,100,28.557,4,4.109,0,87,1732,109937957,0,19,15.72,17078381.88,true,6612498,"010,00018624.074,0000000000003.8,00000.0,0000012607.0,73.2,00028.3,0-2,57.2,084,0003613072,0000,00000086.6,001187.0,0,Not,Not,Not,00000000",,2023-11-01 01:25:28
68,0,21,0,true,true,2,1,false,100,28.565,0,4.109,0,87,1732,109937957,0,20,6.42,17078388.3,true,6612518,"013,00018624.080,0000000000000.0,00000.0,0000012607.0,75.6,00028.3,000,57.2,084,0003613092,0000,00000086.4,000548.0,0,Not,Not,Not,00000000",,2023-11-01 01:25:48
69,0,21,0,true,true,2,1,false,100,28.575,0,4.109,0,87,1732,109937957,0,21,0,17078388.3,true,6612538,"010,00018624.080,0000000000000.0,00000.0,0000012607.0,75.2,00028.2,000,57.2,084,0003613112,0000,00000085.9,000550.0,0,Not,Not,Not,00000000",,2023-11-01 01:26:08
70,0,21,0,true,true,2,1,false,100,28.577,0,4.109,0,87,1732,109937957,0,22,0,17078388.3,true,6612558,"010,00018624.080,0000000000000.0,00000.0,0000012607.0,75.2,00028.3,000,56.8,083,0003613132,0000,00000085.6,000551.0,0,Not,Not,Not,00000000",,2023-11-01 01:26:28
71,0,21,0,true,true,2,1,false,100,28.577,0,4.109,0,87,1732,109937957,0,3,0,17078388.3,true,6612558,,,2023-11-01 01:26:28
72,0,21,0,true,true,2,1,false,100,28.574,0,4.109,0,87,1732,109937957,0,2,0,17078388.3,true,6612578,,,2023-11-01 01:26:48
73,0,21,0,true,true,0,1,false,100,28.599,0,4.109,0,87,1732,109937957,0,1,0,17078388.3,true,6612598,,,2023-11-01 01:27:08
74,0,20,0,true,true,0,1,false,100,28.592,0,4.11,0,87,1732,109937957,0,4,0,17078388.3,true,6612618,"011,00018624.080,0000000000000.0,00000.0,0000012607.0,75.2,00028.3,000,56.8,082,0003613192,0000,00000084.8,000551.0,0,Not,Not,Not,00000000",,2023-11-01 01:27:28
75,0,20,0,true,true,2,1,false,100,28.58,0,4.109,0,87,1732,109937957,0,5,0,17078388.3,true,6612638,"011,00018624.080,0000000000000.0,00000.0,0000012607.0,76.8,00028.3,000,56.8,082,0003613212,0244,00000084.5,000551.0,0,Not,Not,Not,00000000",,2023-11-01 01:27:48
76,0,20,0,true,true,2,1,false,100,28.58,0,4.109,0,87,1732,109937957,0,2,0,17078388.3,true,6612638,,,2023-11-01 01:27:48
77,0,21,0,true,true,2,1,false,100,28.581,9,4.109,0,87,1764,109937989,0,1,25.29,17078413.59,true,6612659,,,2023-11-01 01:28:09
78,0,20,0,true,true,2,1,false,100,28.524,25,4.112,0,87,1900,109938125,0,3,131.45,17078545.04,true,6612679,"000,00018624.219,0000000000030.0,00000.0,0000012607.0,74.8,00028.3,012,56.4,083,0003613252,0000,00000085.6,001515.0,1,Not,Not,Not,00000000",,2023-11-01 01:28:29
79,0,20,0,true,true,2,1,false,100,28.531,0,4.107,0,87,1964,109938189,0,4,66.18,17078611.22,true,6612699,"036,00018624.311,0000000000000.6,00000.0,0000012607.0,73.6,00028.4,002,56.8,083,0003613272,0000,00000085.9,000828.0,0,Not,Not,Not,00000000",,2023-11-01 01:28:49
80,0,20,0,true,true,2,1,false,100,28.537,11,4.109,0,87,2011,109938236,0,5,38.85,17078650.07,true,6612719,"052,00018624.344,0000000000012.3,00000.0,0000012607.5,68.0,00028.2,006,58.4,084,0003613292,0000,00000086.5,001966.0,0,Not,Not,Not,00000000",,2023-11-01 01:29:09
81,0,20,0,true,true,2,1,false,100,28.502,4,4.109,0,87,2018,109938243,0,6,16.62,17078666.69,true,6612738,"000,00018624.369,0000000000004.4,00000.0,0000012607.5,76.0,00028.3,0-2,59.2,085,0003613312,0000,00000087.2,001409.0,0,Not,Not,Not,00000000",,2023-11-01 01:29:28
82,0,20,0,true,true,2,1,false,100,28.534,0,4.109,0,87,2018,109938243,0,7,2.79,17078669.48,true,6612758,"022,00018624.379,0000000000000.0,00000.0,0000012607.5,78.8,00028.2,000,59.6,085,0003613332,0000,00000087.4,001173.0,0,Not,Not,Not,00000000",,2023-11-01 01:29:48
83,0,20,0,true,true,2,1,false,100,28.648,0,4.109,0,87,2018,109938243,0,8,0,17078669.48,true,6612778,"012,00018624.379,0000000000000.0,00000.0,0000012607.5,79.6,00028.3,001,60.0,085,0003613352,0000,00000087.5,000551.0,1,Not,Not,Not,00000000",,2023-11-01 01:30:08
84,0,19,0,true,true,2,1,false,100,28.563,12,4.109,0,87,2061,109938286,0,9,25.26,17078694.74,true,6612798,"052,00018624.379,0000000000002.9,00000.0,0000012607.5,73.6,00028.3,001,00.0,000,0003613356,0360,00000000.0,001216.0,0,Not,Not,Not",,2023-11-01 01:30:28
85,0,20,0,true,true,2,1,false,100,28.552,19,4.109,0,87,2210,109938435,0,10,141.21,17078835.95,true,6612818,"084,00018624.379,0000000000028.1,00000.0,0000012607.5,00.0,00028.2,015,00.0,000,0003613360,0360,00000000.0,000795.0,0,Not,Not,Not",,2023-11-01 01:30:48
86,0,20,0,true,true,2,1,false,100,28.596,0,4.108,0,87,2287,109938512,0,11,75.6,17078911.55,true,6612838,"014,00018624.379,0000000000004.1,00000.0,0000012607.5,00.0,00000.0,012,00.0,000,0003613364,0236,00000000.0,000550.0,1,Not,Not,Not",,2023-11-01 01:31:08
87,0,20,0,true,true,2,1,false,100,28.57,0,4.109,0,87,2287,109938512,0,12,0,17078911.55,true,6612858,"012,00018624.379,0000000000000.0,00000.0,0000012607.5,72.4,00000.0,004,00.0,000,0003613372,0232,00000000.0,000551.0,0,Not,Not,Not",,2023-11-01 01:31:28
88,0,20,0,true,true,3,1,false,100,28.51,0,4.109,0,87,2308,109938533,0,13,19.36,17078930.91,true,6612879,"003,00018624.379,0000000000008.3,00000.0,0000012607.5,00.0,00028.3,007,00.0,000,0003613376,0408,00000000.0,001037.0,0,Not,Not,Not",,2023-11-01 01:31:49
89,0,20,0,true,true,2,1,false,100,28.557,0,4.107,0,87,2308,109938533,0,14,9.18,17078940.09,true,6612899,"010,00018624.664,0000000000003.6,00000.0,0000012607.5,77.6,00000.0,0-2,00.0,000,0003613381,0460,00000000.0,001140.0,0,Not,Not,Not",,2023-11-01 01:32:09
90,0,19,0,true,true,2,1,false,100,28.629,0,4.114,0,87,2308,109938533,0,15,11.83,17078951.92,true,6612919,"011,00018624.674,0000000000000.9,00000.0,0000012607.5,72.4,00028.1,0-2,58.4,087,0003613389,0000,00000088.8,000571.0,1,Not,Not,Not",,2023-11-01 01:32:29
91,0,19,0,true,true,2,1,false,100,28.629,0,4.114,0,87,2308,109938533,0,4,0,17078951.92,true,6612919,,,2023-11-01 01:32:29
92,0,20,0,true,true,1,1,false,100,28.595,0,4.109,0,87,2308,109938533,0,3,0,17078951.92,true,6612939,,,2023-11-01 01:32:49
93,0,20,0,true,true,1,1,false,100,28.622,0,4.109,0,87,2308,109938533,0,2,0,17078951.92,true,6612959,,,2023-11-01 01:33:09
94,0,20,0,true,true,1,1,false,100,28.604,0,4.106,0,87,2308,109938533,0,1,0,17078951.92,true,6612979,,,2023-11-01 01:33:29
95,0,20,0,true,true,1,1,false,100,28.63,0,4.109,0,87,2308,109938533,0,5,0,17078951.92,true,6612999,"010,00018624.689,0000000000000.0,00000.0,0000012607.5,00.0,00000.0,000,00.0,000,0003613410,0240,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 01:33:49
96,0,20,0,true,true,2,1,false,100,28.62,0,4.109,0,87,2308,109938533,0,6,0,17078951.92,true,6613019,"010,00018624.689,0000000000000.0,00000.0,0000012607.5,00.0,00000.0,000,00.0,000,0003613412,0240,00000000.0,000551.0,0,Not,Not,Not",,2023-11-01 01:34:09
97,0,20,0,true,true,2,1,false,100,28.587,0,4.107,0,87,2308,109938533,0,7,0,17078951.92,true,6613039,"010,00018624.689,0000000000000.0,00000.0,0000012607.5,74.0,00028.3,000,58.0,084,0003613421,0000,00000086.6,000550.0,0,Not,Not,Not",,2023-11-01 01:34:29
98,0,19,0,true,true,2,1,false,100,28.617,0,4.109,0,87,2308,109938533,0,8,0,17078951.92,true,6613059,"010,00018624.689,0000000000000.0,00000.0,0000012607.5,00.0,00028.3,000,00.0,000,0003613426,0000,00000000.0,000551.0,0,Not,Not,Not",,2023-11-01 01:34:49
99,0,20,0,true,true,2,1,false,100,28.625,0,4.109,0,87,2308,109938533,0,9,0,17078951.92,true,6613079,"010,00018624.689,0000000000000.0,00000.0,0000012607.5,74.4,00028.3,000,00.0,000,0003613429,0000,00000000.0,000551.0,0,Not,Not,Not",,2023-11-01 01:35:09
100,0,20,0,true,true,2,1,false,100,28.625,0,4.109,0,87,2308,109938533,0,4,0,17078951.92,true,6613079,,,2023-11-01 01:35:09
101,0,20,0,true,true,2,1,false,100,28.568,0,4.109,0,87,2308,109938533,0,3,0,17078951.92,true,6613099,,,2023-11-01 01:35:29
102,0,20,0,true,true,2,1,false,100,28.644,4,4.109,0,87,2325,109938550,0,2,7.31,17078959.23,true,6613119,,,2023-11-01 01:35:49
103,0,20,0,true,true,0,1,false,100,28.562,35,4.109,0,87,2418,109938643,0,1,77,17079028.92,true,6613139,"000,00018625.000,0000000000044.0,00000.0,0000012607.5,71.6,00028.2,015,58.0,083,0003613453,0000,00000086.1,001240.0,1,Not,Not,Not",,2023-11-01 01:36:09
104,0,20,0,true,true,0,1,false,100,28.509,28,4.108,0,87,2661,109938886,0,5,212.58,17079241.5,true,6613159,,,2023-11-01 01:36:29
105,0,20,0,true,true,2,1,false,100,28.566,0,4.109,0,87,2721,109938946,0,6,39.84,17079281.34,true,6613179,"000,00018625.029,0000000000012.6,00000.0,0000012607.5,00.0,00000.0,009,00.0,000,0003613457,0436,00000000.0,001133.0,0,Not,Not,Not",,2023-11-01 01:36:49
106,0,19,0,true,true,2,1,false,100,28.561,0,4.109,0,87,2739,109938964,0,7,20.56,17079301.9,true,6613199,"016,00018625.029,0000000000005.9,00000.0,0000012607.5,66.8,00000.0,0-2,00.0,000,0003613461,0564,00000000.0,001893.0,0,Not,Not,Not",,2023-11-01 01:37:09
107,0,20,0,true,true,2,1,false,100,28.506,0,4.104,0,87,2739,109938964,0,8,0,17079301.9,true,6613219,"021,00018625.119,0000000000000.0,00000.0,0000012607.5,73.6,00000.0,000,00.0,000,0003613467,0484,00000000.0,001175.0,0,Not,Not,Not",,2023-11-01 01:37:29
108,0,20,0,true,true,2,1,false,100,28.566,11,4.109,0,87,2768,109938993,0,9,28.86,17079330.76,true,6613239,"012,00018625.119,0000000000000.0,00000.0,0000012607.5,00.0,00028.4,000,00.0,000,0003613470,0244,00000000.0,000607.0,0,Not,Not,Not",,2023-11-01 01:37:49
109,0,20,0,true,true,2,1,false,100,28.606,37,4.109,0,87,2905,109939130,0,10,133.21,17079463.97,true,6613259,"058,00018625.125,0000000000040.5,00000.0,0000012608.0,71.6,00028.3,014,59.2,084,0003613490,0000,00000086.7,001413.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 01:38:09
110,0,20,0,true,true,2,1,false,100,28.571,10,4.109,0,87,3120,109939345,0,11,198.09,17079662.06,true,6613280,"076,00018625.125,0000000000041.4,00000.0,0000012608.0,00.0,00000.0,014,00.0,000,0003613493,0464,00000000.0,001424.0,0,Not,Not,Not",,2023-11-01 01:38:30
111,0,20,0,true,true,2,1,false,100,28.628,0,4.109,0,87,3123,109939348,0,12,4.5,17079666.56,true,6613300,"013,00018625.430,0000000000000.0,00000.0,0000012608.0,73.2,00000.0,000,00.0,000,0003613498,0232,00000000.0,000556.0,0,Not,Not,Not",,2023-11-01 01:38:50
112,0,20,0,true,true,3,1,false,100,28.589,0,4.107,0,87,3123,109939348,0,13,0,17079666.56,true,6613320,"010,00018625.510,0000000000000.0,00000.0,0000012608.0,72.8,00000.0,000,00.0,000,0003613505,0236,00000000.0,000549.0,0,Not,Not,Not",,2023-11-01 01:39:10
113,0,20,0,true,true,3,1,false,100,28.596,9,4.109,0,87,3135,109939360,0,14,10.93,17079677.49,true,6613340,"011,00018625.510,0000000000000.0,00000.0,0000012608.0,72.0,00028.3,000,00.0,000,0003613510,0236,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 01:39:30
114,0,20,0,true,true,2,1,false,100,28.633,0,4.109,0,87,3147,109939372,0,15,3.89,17079681.38,true,6613360,"000,00018625.535,0000000000003.1,00000.0,0000012608.0,74.0,00000.0,0-2,00.0,000,0003613520,0484,00000000.0,000950.0,0,Not,Not,Not",,2023-11-01 01:39:50
