,priority,sat,event,ignition,motion,rssi,di1,out1,io113,power,io24,battery,io68,adc1,io199,io16,combinedfuel,sequence,distance,totaldistance,valid,enginehours,result,io247,time
2258,0,18,0,true,true,2,1,false,100,28.55,9,4.101,0,87,27891,110037567,0,58,142.42,17168785.26,true,6654456,"068,00018726.820,0000000000020.9,00000.0,0000012676.5,100.0,00000.0,013,00.0,000,0003639541,0000,00000000.0,001899.0,0,Not,Not,Not",,2023-11-01 15:19:08
2259,0,18,0,true,true,2,1,false,100,28.616,0,4.104,0,87,27926,110037602,0,59,24.68,17168809.94,true,6654476,"006,00018727.139,0000000000005.1,00000.0,0000012676.5,100.0,00028.1,007,54.8,000,0003639551,0296,00000000.0,000617.0,1,Not,Not,Not",,2023-11-01 15:19:28
2260,0,15,0,true,true,2,1,false,100,28.58,0,4.105,0,87,27938,110037614,0,60,13.96,17168823.9,true,6654496,"047,00018727.145,0000000000005.9,00000.0,0000012676.5,99.2,00000.0,000,00.0,000,0003639558,0000,00000000.0,002292.0,0,Not,Not,Not",,2023-11-01 15:19:48
2261,0,17,0,true,true,2,1,false,100,28.602,0,4.105,0,87,27938,110037614,0,61,0,17168823.9,true,6654516,"013,00018727.145,0000000000000.0,00000.0,0000012676.5,100.0,00000.0,000,00.0,000,0003639562,0000,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 15:20:08
2262,0,17,0,true,true,2,1,false,100,28.575,0,4.105,0,87,27938,110037614,0,62,0,17168823.9,true,6654536,"013,00018727.164,0000000000000.0,00000.0,0000012676.5,100.0,00000.0,000,00.0,000,0003639569,0000,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 15:20:28
2263,0,17,0,true,true,2,1,false,100,28.551,0,4.104,0,87,27938,110037614,0,63,0,17168823.9,true,6654556,"011,00018727.164,0000000000000.0,00000.0,0000012676.5,00.0,00000.0,000,00.0,000,0003639571,0000,00000000.0,000551.0,0,Not,Not,Not",,2023-11-01 15:20:48
2264,0,17,0,true,true,2,1,false,100,28.525,6,4.105,0,87,27946,110037622,0,64,9.77,17168833.67,true,6654576,"013,00018727.164,0000000000000.0,00000.0,0000012676.5,100.0,00000.0,000,00.0,000,0003639578,0000,00000000.0,000548.0,0,Not,Not,Not",,2023-11-01 15:21:08
2265,0,18,0,true,true,2,1,false,100,28.541,26,4.105,0,87,28032,110037708,0,65,84.43,17168918.1,true,6654596,"000,00018727.209,0000000000020.3,00000.0,0000012677.0,100.0,00028.2,009,50.4,090,0003639598,0000,00000092.1,001890.0,1,Not,Not,Not",,2023-11-01 15:21:28
2266,0,18,0,true,true,2,1,false,100,28.562,29,4.105,0,87,28183,110037859,0,66,150.83,17169068.93,true,6654616,"012,00018727.355,0000000000031.2,00000.0,0000012677.0,99.6,00028.3,014,50.8,089,0003639618,0400,00000092.6,001084.0,0,Not,Not,Not",,2023-11-01 15:21:48
2267,0,17,0,true,true,2,1,false,100,28.556,18,4.104,0,87,28291,110037967,0,67,102.45,17169171.38,true,6654636,"000,00018727.490,0000000000020.3,00000.0,0000012677.0,99.6,00028.1,012,51.6,089,0003639638,0000,00000091.8,000926.0,1,Not,Not,Not",,2023-11-01 15:22:08
2268,0,18,0,true,true,2,1,false,100,28.546,31,4.104,0,87,28458,110038134,0,68,153.08,17169324.46,true,6654655,"000,00018727.635,0000000000034.2,00000.0,0000012677.0,99.6,00028.2,013,51.2,088,0003639658,0000,00000091.4,001447.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:22:27
2269,0,18,0,true,true,2,1,false,100,28.55,11,4.105,0,87,28590,110038266,0,69,127.44,17169451.9,true,6654676,"013,00018727.795,0000000000014.7,00000.0,0000012677.0,99.6,00028.3,015,51.6,088,0003639683,0000,00000090.7,000550.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:22:48
2270,0,17,0,true,true,2,1,false,100,28.545,0,4.105,0,87,28617,110038293,0,70,19.05,17169470.95,true,6654696,"039,00018727.859,0000000000003.0,00000.0,0000012677.0,100.0,00028.3,0-1,51.6,087,0003639703,0000,00000089.9,001192.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:23:08
2271,0,18,0,true,true,2,1,false,100,28.6,0,4.105,0,87,28626,110038302,0,71,12.83,17169483.78,true,6654716,"015,00018727.875,0000000000000.0,00000.0,0000012677.0,100.0,00028.3,000,52.4,087,0003639723,0000,00000090.4,000558.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:23:28
2272,0,18,0,true,true,2,1,false,100,28.569,0,4.105,0,87,28626,110038302,0,72,0,17169483.78,true,6654736,"018,00018727.875,0000000000000.0,00000.0,0000012677.0,100.0,00028.3,000,52.8,087,0003639743,0000,00000090.4,001180.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:23:48
2273,0,18,0,true,true,2,1,false,100,28.517,0,4.105,0,87,28630,110038306,0,73,2.41,17169486.19,true,6654756,"000,00018727.885,0000000000001.0,00000.0,0000012677.0,100.0,00028.1,0-1,53.2,088,0003639763,0000,00000090.3,000686.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:24:08
2274,0,18,0,true,true,2,1,false,100,28.565,8,4.104,0,87,28637,110038313,0,74,7.03,17169493.22,true,6654776,"042,00018727.895,0000000000006.3,00000.0,0000012677.0,99.6,00028.3,006,53.2,088,0003639783,0000,00000090.1,000986.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:24:28
2275,0,17,0,true,true,2,1,false,100,28.519,8,4.104,0,87,28686,110038362,0,75,48.25,17169541.47,true,6654796,"041,00018727.924,0000000000010.8,00000.0,0000012677.0,99.6,00028.3,007,54.0,087,0003639798,0000,00000090.3,001422.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:24:48
2276,0,18,0,true,true,2,1,false,100,28.583,14,4.105,0,87,28731,110038407,0,76,42.08,17169583.55,true,6654816,"040,00018727.984,0000000000014.4,00000.0,0000012677.0,99.2,00028.3,010,54.4,087,0003639823,0000,00000090.1,001072.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:25:08
2277,0,18,0,true,true,2,1,false,100,28.543,16,4.105,0,87,28826,110038502,0,77,84.74,17169668.29,true,6654836,"002,00018728.055,0000000000011.7,00000.0,0000012677.0,99.2,00028.3,012,54.8,087,0003639838,0000,00000090.1,000576.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:25:28
2278,0,18,0,true,true,2,1,false,100,28.54,0,4.106,0,87,28861,110038537,0,78,40.51,17169708.8,true,6654856,"005,00018728.119,0000000000005.1,00000.0,0000012677.0,99.6,00028.1,007,54.0,087,0003639858,0000,00000089.8,000624.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:25:48
2279,0,12,0,true,true,2,1,false,100,28.498,0,4.104,0,87,28861,110038537,0,79,0,17169708.8,true,6654877,"012,00018728.125,0000000000000.0,00000.0,0000012677.0,100.0,00028.3,005,53.6,087,0003639883,0000,00000089.3,000550.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:26:09
2280,0,18,0,true,true,2,1,false,100,28.572,0,4.105,0,87,28861,110038537,0,80,0,17169708.8,true,6654897,"012,00018728.125,0000000000000.0,00000.0,0000012677.0,100.0,00028.3,005,53.6,087,0003639903,0000,00000089.0,000549.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:26:29
2281,0,17,0,true,true,2,1,false,100,28.582,0,4.105,0,87,28861,110038537,0,81,0,17169708.8,true,6654917,"012,00018728.125,0000000000000.0,00000.0,0000012677.0,100.0,00028.3,005,53.6,086,0003639923,0000,00000088.8,000549.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:26:49
2282,0,18,0,true,true,2,1,false,100,28.543,3,4.104,0,87,28890,110038566,0,82,17.63,17169726.43,true,6654937,"008,00018728.150,0000000000002.5,00000.0,0000012677.5,99.6,00028.2,0-1,53.6,086,0003639948,0000,00000089.0,000916.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:27:09
2283,0,18,0,true,true,2,1,false,100,28.557,0,4.105,0,87,28890,110038566,0,83,1.91,17169728.34,true,6654957,"014,00018728.154,0000000000000.0,00000.0,0000012677.5,100.0,00028.3,000,53.6,086,0003639963,0000,00000088.9,000550.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:27:29
2284,0,18,0,true,true,2,1,false,100,28.581,0,4.105,0,87,28890,110038566,0,84,0,17169728.34,true,6654977,"010,00018728.154,0000000000000.0,00000.0,0000012677.5,100.0,00028.3,000,53.6,086,0003639983,0000,00000088.5,000550.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:27:49
2285,0,18,0,true,true,2,1,false,100,28.595,10,4.105,0,87,28908,110038584,0,85,14.75,17169743.09,true,6654996,"016,00018728.164,0000000000012.8,00000.0,0000012677.5,100.0,00028.3,008,54.0,086,0003640003,0000,00000088.2,001346.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:28:08
2286,0,18,0,true,true,2,1,false,100,28.58,16,4.105,0,87,28999,110038675,0,86,90.34,17169833.43,true,6655016,"082,00018728.254,0000000000015.2,00000.0,0000012677.5,100.0,00028.3,012,54.0,086,0003640023,0000,00000088.4,000763.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:28:28
2287,0,18,0,true,true,2,1,false,100,28.578,25,4.105,0,87,29147,110038823,0,87,126.06,17169959.49,true,6655036,"091,00018728.395,0000000000029.5,00000.0,0000012677.5,100.0,00028.2,014,54.4,086,0003640043,0000,00000088.3,001011.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:28:48
2288,0,18,0,true,true,2,1,false,100,28.565,33,4.104,0,87,29291,110038967,0,88,141.09,17170100.58,true,6655056,"026,00018728.545,0000000000034.2,00000.0,0000012677.5,100.0,00028.3,014,54.4,088,0003640063,0000,00000088.8,001177.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:29:08
2289,0,18,0,true,true,2,1,false,100,28.587,19,4.105,0,87,29466,110039142,0,89,164.72,17170265.3,true,6655077,"005,00018728.689,0000000000021.3,00000.0,0000012678.0,100.0,00028.3,014,54.0,088,0003640083,0000,00000089.9,000713.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:29:29
2290,0,18,0,true,true,2,1,false,100,28.553,5,4.106,0,87,29514,110039190,0,90,47.36,17170312.66,true,6655097,"015,00018728.779,0000000000006.2,00000.0,0000012678.0,100.0,00028.3,006,55.2,088,0003640103,0000,00000090.2,000949.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:29:49
2291,0,18,0,true,true,2,1,false,100,28.502,0,4.103,0,87,29514,110039190,0,91,3.33,17170315.99,true,6655117,"016,00018728.789,0000000000000.0,00000.0,0000012678.0,100.0,00028.1,000,55.2,089,0003640123,0000,00000090.3,000543.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:30:09
2292,0,18,0,true,true,2,1,false,100,28.556,0,4.105,0,87,29537,110039213,0,92,19.24,17170335.23,true,6655137,"000,00018728.811,0000000000003.6,00000.0,0000012678.0,98.8,00028.2,005,55.2,089,0003640143,0000,00000090.3,000619.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:30:29
2293,0,18,0,true,true,2,1,false,100,28.545,0,4.105,0,87,29537,110039213,0,93,8.03,17170343.26,true,6655157,"013,00018728.820,0000000000000.9,00000.0,0000012678.0,100.0,00028.3,0-1,55.2,089,0003640163,0000,00000090.6,000551.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:30:49
2294,0,18,0,true,true,2,1,false,100,28.534,0,4.105,0,87,29537,110039213,0,94,6.55,17170349.81,true,6655177,"045,00018728.824,0000000000005.9,00000.0,0000012678.0,99.2,00028.2,0-1,54.4,089,0003640183,0576,00000090.5,002290.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:31:09
2295,0,18,0,true,true,2,1,false,100,28.575,0,4.105,0,87,29537,110039213,0,95,0.19,17170350,true,6655197,"013,00018728.840,0000000000000.0,00000.0,0000012678.0,100.0,00028.3,000,53.2,089,0003640203,0224,00000091.0,000549.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:31:29
2296,0,18,0,true,true,2,1,false,100,28.553,0,4.105,0,87,29537,110039213,0,96,0,17170350,true,6655217,"011,00018728.840,0000000000000.0,00000.0,0000012678.0,100.0,00028.2,000,51.6,089,0003640223,0228,00000090.5,000549.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:31:49
2297,0,18,0,true,true,2,1,false,100,28.586,0,4.105,0,87,29537,110039213,0,97,0,17170350,true,6655237,"010,00018728.840,0000000000000.0,00000.0,0000012678.0,100.0,00028.2,000,50.8,089,0003640243,0228,00000090.4,000551.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:32:09
2298,0,18,0,true,true,2,1,false,100,28.592,0,4.105,0,87,29537,110039213,0,98,0,17170350,true,6655257,"013,00018728.840,0000000000000.0,00000.0,0000012678.0,100.0,00028.4,000,50.0,089,0003640263,0228,00000090.3,000554.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:32:29
2299,0,17,0,true,true,3,1,false,100,28.602,0,4.107,0,87,29537,110039213,0,99,0,17170350,true,6655278,"013,00018728.840,0000000000000.0,00000.0,0000012678.0,100.0,00028.2,000,49.6,088,0003640283,0232,00000089.9,000550.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:32:50
2300,0,19,0,true,true,3,1,false,100,28.556,29,4.105,0,87,29611,110039287,0,100,67.48,17170417.48,true,6655298,"000,00018728.885,0000000000026.1,00000.0,0000012678.0,99.6,00028.3,010,50.0,088,0003640303,0552,00000090.0,001941.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:33:10
2301,0,19,0,true,true,2,1,false,100,28.577,28,4.106,0,87,29784,110039460,0,101,172.36,17170589.84,true,6655317,"006,00018729.061,0000000000029.7,00000.0,0000012678.0,99.6,00028.2,014,50.4,087,0003640323,0420,00000090.1,001009.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:33:29
2302,0,18,0,true,true,2,1,false,100,28.556,31,4.105,0,87,29926,110039602,0,102,130.58,17170720.42,true,6655337,"000,00018729.205,0000000000026.5,00000.0,0000012678.0,99.2,00028.3,015,51.2,087,0003640343,0284,00000089.4,000757.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:33:49
2303,0,18,0,true,true,2,1,false,100,28.544,29,4.105,0,87,30126,110039802,0,103,179.6,17170900.02,true,6655357,"000,00018729.410,0000000000033.2,00000.0,0000012678.0,99.2,00028.2,015,52.0,086,0003640363,0388,00000089.1,000943.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:34:09
2304,0,19,0,true,true,2,1,false,100,28.562,11,4.105,0,87,30213,110039889,0,104,87.7,17170987.72,true,6655377,"014,00018729.520,0000000000011.9,00000.0,0000012678.0,99.2,00028.3,015,51.2,086,0003640383,0232,00000088.5,000547.0,1,Not,Not,Not,FFFFFFFF",,2023-11-01 15:34:29
2305,0,19,0,true,true,2,1,false,100,28.566,0,4.105,0,87,30238,110039914,0,105,15.87,17171003.59,true,6655397,"010,00018729.555,0000000000004.2,00000.0,0000012678.0,100.0,00028.2,0-1,52.0,085,0003640403,0520,00000088.1,001617.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:34:49
2306,0,19,0,true,true,2,1,false,100,28.576,0,4.105,0,87,30238,110039914,0,106,4.63,17171008.22,true,6655417,"033,00018729.561,0000000000000.0,00000.0,0000012678.0,100.0,00028.3,000,52.8,085,0003640423,0284,00000088.0,000796.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:35:09
2307,0,19,0,true,true,2,1,false,100,28.561,0,4.105,0,87,30238,110039914,0,107,0,17171008.22,true,6655437,"015,00018729.561,0000000000000.0,00000.0,0000012678.0,100.0,00028.3,000,53.2,085,0003640443,0364,00000087.8,000897.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:35:29
2308,0,19,0,true,true,2,1,false,100,28.495,0,4.105,0,87,30245,110039921,0,108,3.82,17171012.04,true,6655457,"024,00018729.570,0000000000002.0,00000.0,0000012678.5,99.2,00028.5,0-1,53.6,085,0003640463,0244,00000087.8,000798.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:35:49
2309,0,19,0,true,true,2,1,false,100,28.572,13,4.105,0,87,30285,110039961,0,109,35.77,17171047.81,true,6655478,"003,00018729.600,0000000000014.6,00000.0,0000012678.5,100.0,00028.2,008,54.0,085,0003640483,0536,00000087.7,001527.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:36:10
2310,0,19,0,true,true,2,1,false,100,28.564,27,4.105,0,87,30417,110040093,0,110,131.6,17171179.41,true,6655498,"029,00018729.715,0000000000030.5,00000.0,0000012678.5,100.0,00028.3,015,54.4,085,0003640503,0372,00000088.1,000864.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:36:30
2311,0,19,0,true,true,2,1,false,100,28.586,15,4.105,0,87,30571,110040247,0,111,146.01,17171325.42,true,6655518,"000,00018729.885,0000000000018.3,00000.0,0000012678.5,100.0,00028.4,015,54.4,086,0003640523,0264,00000088.1,000800.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:36:50
2312,0,19,0,true,true,2,1,false,100,28.585,28,4.105,0,87,30707,110040383,0,112,127.16,17171452.58,true,6655538,"009,00018730.010,0000000000027.0,00000.0,0000012678.5,100.0,00028.3,012,54.4,087,0003640543,0512,00000088.8,001356.0,0,Not,Not,Not,FFF9FFF9",,2023-11-01 15:37:10
2313,0,19,0,true,true,2,1,false,100,28.588,19,4.105,0,87,30854,110040530,0,113,146.59,17171599.17,true,6655558,"009,00018730.154,0000000000021.1,00000.0,0000012679.0,100.0,00028.3,012,53.6,087,0003640563,0484,00000089.8,001051.0,0,Not,Not,Not,FFF9FFF9",,2023-11-01 15:37:30
2314,0,19,0,true,true,2,1,false,100,28.587,0,4.105,0,87,30901,110040577,0,114,52.85,17171652.02,true,6655578,"047,00018730.234,0000000000002.5,00000.0,0000012679.0,100.0,00028.5,002,54.4,088,0003640583,0236,00000089.7,000897.0,0,Not,Not,Not,FFF9FFF9",,2023-11-01 15:37:50
2315,0,19,0,true,true,2,1,false,100,28.515,0,4.105,0,87,30933,110040609,0,115,23.57,17171675.59,true,6655598,"010,00018730.264,0000000000004.2,00000.0,0000012679.0,100.0,00028.3,002,55.6,088,0003640603,0524,00000090.7,001378.0,0,Not,Not,Not,FFFFFFF9",,2023-11-01 15:38:10
2316,0,18,0,true,true,2,1,false,100,28.576,4,4.105,0,87,30933,110040609,0,116,12.12,17171687.71,true,6655618,"029,00018730.285,0000000000005.0,00000.0,0000012679.0,99.2,00028.3,0-1,55.2,089,0003640623,0548,00000091.1,001916.0,0,Not,Not,Not,FFFFFFF9",,2023-11-01 15:38:30
2317,0,19,0,true,true,3,1,false,100,28.578,0,4.105,0,87,30933,110040609,0,117,2.92,17171690.63,true,6655638,"012,00018730.289,0000000000000.0,00000.0,0000012679.0,100.0,00028.2,000,53.2,089,0003640643,0224,00000091.7,000550.0,0,Not,Not,Not,FFFFFFF9",,2023-11-01 15:38:50
2318,0,18,0,true,true,3,1,false,100,28.563,0,4.104,0,87,30933,110040609,0,118,0,17171690.63,true,6655657,"010,00018730.289,0000000000000.0,00000.0,0000012679.0,99.6,00028.3,000,52.4,089,0003640658,0224,00000091.1,000551.0,0,Not,Not,Not,FFF9FFF9",,2023-11-01 15:39:09
2319,0,18,0,true,true,3,1,false,100,28.55,0,4.105,0,87,30933,110040609,0,119,0,17171690.63,true,6655678,"010,00018730.289,0000000000000.0,00000.0,0000012679.0,00.0,00000.0,000,00.0,000,0003640663,0000,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 15:39:30
2320,0,18,0,true,true,3,1,false,100,28.579,0,4.105,0,87,30933,110040609,0,120,0,17171690.63,true,6655698,"012,00018730.289,0000000000000.0,00000.0,0000012679.0,00.0,00000.0,000,00.0,000,0003640669,0000,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 15:39:50
2321,0,19,0,true,true,3,1,false,100,28.586,0,4.105,0,87,30933,110040609,0,121,0,17171690.63,true,6655718,"010,00018730.289,0000000000000.0,00000.0,0000012679.0,00.0,00000.0,000,00.0,000,0003640676,0000,00000000.0,000550.0,0,Not,Not,Not",,2023-11-01 15:40:10
2322,0,19,0,true,true,2,1,false,100,28.565,18,4.105,0,87,30971,110040647,0,122,35.18,17171725.81,true,6655738,"018,00018730.289,0000000000007.9,00000.0,0000012679.0,00.0,00000.0,004,00.0,000,0003640683,0000,00000000.0,001768.0,0,Not,Not,Not",,2023-11-01 15:40:30
2323,0,18,0,true,true,2,1,false,100,28.551,29,4.105,0,87,31111,110040787,0,123,138.89,17171864.7,true,6655758,"000,00018730.305,0000000000034.0,00000.0,0000012679.0,00.0,00000.0,016,00.0,000,0003640688,0000,00000000.0,001070.0,0,Not,Not,Not",,2023-11-01 15:40:50
2324,0,18,0,true,true,2,1,false,100,28.564,23,4.105,0,87,31268,110040944,0,124,152.12,17172016.82,true,6655778,"000,00018730.545,0000000000025.5,00000.0,0000012679.0,00.0,00000.0,000,00.0,000,0003640694,0000,00000000.0,001073.0,0,Not,Not,Not",,2023-11-01 15:41:10
2325,0,18,0,true,true,2,1,false,100,28.572,29,4.105,0,87,31441,110041117,0,125,160.95,17172177.77,true,6655798,"000,------------,---------------,-------,------------,99.2,00028.3,0088,088,----------,---,---,---",,2023-11-01 15:41:30
2326,0,19,0,true,true,2,1,false,100,28.514,10,4.105,0,87,31561,110041237,0,126,113.56,17172291.33,true,6655818,"000,00018730.850,0000000000016.5,00000.0,0000012679.0,00.0,00000.0,012,00.0,000,0003640705,0000,00000000.0,000870.0,1,Not,Not,Not",,2023-11-01 15:41:50
2327,0,18,0,true,true,2,1,false,100,28.622,6,4.105,0,87,31604,110041280,0,127,39.47,17172330.8,true,6655838,"010,00018730.850,0000000000006.4,00000.0,0000012679.0,00.0,00028.4,007,00.0,000,0003640709,0000,00000000.0,000814.0,0,Not,Not,Not",,2023-11-01 15:42:10
2328,0,19,0,true,true,2,1,false,100,28.576,5,4.105,0,87,31620,110041296,0,128,14.15,17172344.95,true,6655858,"016,00018730.850,0000000000003.4,00000.0,0000012679.0,00.0,00028.1,005,00.0,000,0003640711,0000,00000000.0,000616.0,0,Not,Not,Not",,2023-11-01 15:42:30
2329,0,19,0,true,true,2,1,false,100,28.601,0,4.105,0,87,31620,110041296,0,129,9.04,17172353.99,true,6655878,"010,00018730.984,0000000000000.4,00000.0,0000012679.0,00.0,00028.3,0-1,00.0,000,0003640718,0000,00000000.0,000554.0,1,Not,Not,Not",,2023-11-01 15:42:50
2330,0,19,0,true,true,2,1,false,100,28.545,0,4.101,0,87,31620,110041296,0,130,0,17172353.99,true,6655899,"019,00018730.984,0000000000000.0,00000.0,0000012679.0,00.0,00000.0,000,00.0,000,0003640722,0000,00000000.0,001177.0,0,Not,Not,Not",,2023-11-01 15:43:11
2331,0,19,0,true,true,2,1,false,100,28.57,7,4.105,0,87,31629,110041305,0,131,2.97,17172356.96,true,6655919,"010,00018731.000,0000000000000.0,00000.0,0000012679.0,99.6,00000.0,000,00.0,000,0003640729,0000,00000000.0,000900.0,0,Not,Not,Not",,2023-11-01 15:43:31
2332,0,19,0,true,true,2,1,false,100,28.592,5,4.105,0,87,31668,110041344,0,132,36.66,17172393.62,true,6655939,"026,00018731.000,0000000000008.1,00000.0,0000012679.0,00.0,00000.0,007,00.0,000,0003640733,0000,00000000.0,001028.0,0,Not,Not,Not",,2023-11-01 15:43:51
2333,0,19,0,true,true,2,1,false,100,28.588,21,4.105,0,87,31734,110041410,0,133,64.14,17172457.76,true,6655959,"055,00018731.061,0000000000018.7,00000.0,0000012679.0,00.0,00000.0,011,00.0,000,0003640740,0000,00000000.0,001157.0,0,Not,Not,Not",,2023-11-01 15:44:11
2334,0,18,0,true,true,2,1,false,100,28.587,26,4.105,0,87,31851,110041527,0,134,106.49,17172564.25,true,6655978,"038,00018731.061,0000000000020.4,00000.0,0000012679.0,00.0,00000.0,013,00.0,000,0003640742,0000,00000000.0,000848.0,0,Not,Not,Not",,2023-11-01 15:44:30
2335,0,18,0,true,true,2,1,false,100,28.587,25,4.105,0,87,32006,110041682,0,135,145.33,17172709.58,true,6655998,"067,00018731.061,0000000000025.9,00000.0,0000012679.0,00.0,00000.0,013,00.0,000,0003640746,0000,00000000.0,001098.0,0,Not,Not,Not",,2023-11-01 15:44:50
2336,0,18,0,true,true,2,1,false,100,28.548,24,4.105,0,87,32165,110041841,0,136,157.5,17172867.08,true,6656018,"000,00018731.529,0000000000025.1,00000.0,0000012679.5,99.6,00028.2,013,54.4,088,0003640764,0000,00000090.4,001052.0,0,Not,Not,Not,FFF9FFFF",,2023-11-01 15:45:10
2337,0,18,0,true,true,2,1,false,100,28.608,14,4.107,0,87,32250,110041926,0,137,84.61,17172951.69,true,6656038,"029,00018731.605,0000000000011.7,00000.0,0000012679.5,99.6,00028.3,007,54.4,088,0003640779,0000,00000090.5,001499.0,0,Not,Not,Not,FFFFFFF9",,2023-11-01 15:45:30
2338,0,19,0,true,true,2,1,false,100,28.572,0,4.104,0,87,32287,110041963,0,138,38.61,17172990.3,true,6656058,"035,00018731.670,0000000000005.7,00000.0,0000012679.5,99.6,00028.3,007,54.8,088,0003640799,0000,00000091.0,000698.0,0,Not,Not,Not,FFFFFFFF",,2023-11-01 15:45:50
2339,0,19,0,true,true,2,1,false,100,28.599,0,4.105,0,87,32287,110041963,0,139,0,17172990.3,true,6656079,"010,00018731.674,0000000000000.0,00000.0,0000012679.5,100.0,00028.2,000,56.8,089,0003640824,0000,00000090.5,000550.0,0,Not,Not,Not,0000000F",,2023-11-01 15:46:11
2340,0,18,0,true,true,2,1,false,100,28.578,0,4.107,0,87,32287,110041963,0,140,0,17172990.3,true,6656099,"011,00018731.674,0000000000000.0,00000.0,0000012679.5,100.0,00028.3,000,58.4,089,0003640844,0000,00000090.4,000559.0,0,Not,Not,Not,86F26FC1",,2023-11-01 15:46:31
2341,0,19,0,true,true,2,1,false,100,28.608,5,4.105,0,87,32293,110041969,0,141,3.33,17172993.63,true,6656119,"050,00018731.674,0000000000004.4,00000.0,0000012679.5,100.0,00028.4,002,59.6,089,0003640864,0356,00000090.3,001509.0,0,Not,Not,Not,00000000",,2023-11-01 15:46:51
2342,0,18,0,true,true,2,1,false,100,28.593,3,4.105,0,87,32313,110041989,0,142,9.42,17173003.05,true,6656139,"017,00018731.699,0000000000004.7,00000.0,0000012679.5,98.0,00028.3,0-1,58.8,088,0003640884,0544,00000090.8,001792.0,0,Not,Not,Not,00000000",,2023-11-01 15:47:11
2343,0,18,0,true,true,2,1,false,100,28.597,0,4.105,0,87,32324,110042000,0,143,11.55,17173014.6,true,6656159,"011,00018731.715,0000000000000.0,00000.0,0000012679.5,99.6,00028.3,000,56.4,089,0003640904,0220,00000091.7,000557.0,0,Not,Not,Not,FFFF00FF",,2023-11-01 15:47:31
2344,0,18,0,true,true,3,1,false,100,28.588,0,4.105,0,87,32324,110042000,0,144,0,17173014.6,true,6656179,"013,00018731.715,0000000000000.0,00000.0,0000012679.5,100.0,00028.3,000,54.8,089,0003640924,0224,00000091.3,000550.0,0,Not,Not,Not,11301138",,2023-11-01 15:47:51
2345,0,18,0,true,true,3,1,false,100,28.572,0,4.105,0,87,32324,110042000,0,145,0,17173014.6,true,6656199,"013,00018731.715,0000000000000.0,00000.0,0000012679.5,100.0,00028.3,000,53.2,089,0003640944,0224,00000091.0,000550.0,0,Not,Not,Not,00000000",,2023-11-01 15:48:11
